clean_price_id,crop_id,crop_name,state,year_month,avg_modal_price_inr,min_price_inr,max_price_inr,total_arrivals_tonnes,n_source_records
MPC000746,CROP006,Barley,Uttar Pradesh,2024-10,1551.0,1427.0,1675.0,28.8,1
MPC000747,CROP006,Barley,Uttar Pradesh,2024-11,1734.0,1595.0,1873.0,72.9,1
MPC000748,CROP006,Barley,Uttar Pradesh,2024-12,1863.0,1714.0,2012.0,102.7,1
MPC000749,CROP006,Barley,Uttar Pradesh,2025-01,2043.0,1880.0,2206.0,108.0,1
MPC000750,CROP006,Barley,Uttar Pradesh,2025-02,2069.0,1903.0,2235.0,169.5,1
MPC000751,CROP006,Barley,Uttar Pradesh,2025-03,1898.0,1746.0,2050.0,58.5,1
MPC000752,CROP006,Barley,Uttar Pradesh,2025-04,2099.0,1931.0,2267.0,186.2,1
MPC000753,CROP006,Barley,Uttar Pradesh,2025-05,2042.0,1879.0,2205.0,168.2,1
MPC000754,CROP006,Barley,Uttar Pradesh,2025-06,1722.0,1584.0,1860.0,46.9,1
MPC000755,CROP006,Barley,Uttar Pradesh,2025-07,1635.0,1504.0,1766.0,119.5,1
MPC000756,CROP006,Barley,Uttar Pradesh,2025-08,1800.0,1656.0,1944.0,59.3,1
MPC000757,CROP006,Barley,Uttar Pradesh,2025-09,1584.0,1457.0,1711.0,103.0,1
MPC000758,CROP006,Barley,Uttar Pradesh,2025-10,1766.0,1625.0,1907.0,133.3,1
MPC000759,CROP006,Barley,Uttar Pradesh,2025-11,1778.0,1636.0,1920.0,124.5,1
MPC000760,CROP006,Barley,Uttar Pradesh,2025-12,1870.0,1720.0,2020.0,115.0,1
MPC000761,CROP006,Barley,Uttar Pradesh,2026-01,1928.0,1774.0,2082.0,210.9,1
MPC000762,CROP006,Barley,Uttar Pradesh,2026-02,2262.0,2081.0,2443.0,121.0,1
MPC000763,CROP006,Barley,Uttar Pradesh,2026-03,2326.0,2140.0,2512.0,156.4,1
MPC000764,CROP006,Barley,Uttar Pradesh,2026-04,2253.0,2073.0,2433.0,190.8,1
MPC000765,CROP006,Barley,Uttar Pradesh,2026-05,1970.0,1812.0,2128.0,160.6,1
MPC000766,CROP006,Barley,Uttar Pradesh,2026-06,1839.0,1692.0,1986.0,30.1,1
MPC000767,CROP006,Barley,Uttar Pradesh,2026-07,1789.0,1646.0,1932.0,191.0,1
MPC000768,CROP006,Barley,Uttar Pradesh,2026-08,1692.0,1557.0,1827.0,19.5,1
MPC000769,CROP007,Chickpea (Gram),Punjab,2024-01,3816.0,3511.0,4121.0,237.0,1
MPC000770,CROP007,Chickpea (Gram),Punjab,2024-02,4372.0,4022.0,4722.0,157.7,1
MPC000771,CROP007,Chickpea (Gram),Punjab,2024-03,4555.0,4191.0,4919.0,184.8,1
MPC000772,CROP007,Chickpea (Gram),Punjab,2024-04,4774.0,4392.0,5156.0,154.7,1
MPC000773,CROP007,Chickpea (Gram),Punjab,2024-05,4127.0,3797.0,4457.0,73.1,1
MPC000774,CROP007,Chickpea (Gram),Punjab,2024-06,4040.0,3717.0,4363.0,149.3,1
MPC000775,CROP007,Chickpea (Gram),Punjab,2024-07,3746.0,3446.0,4046.0,107.0,1
MPC000776,CROP007,Chickpea (Gram),Punjab,2024-08,3561.0,3276.0,3846.0,154.3,1
MPC000777,CROP007,Chickpea (Gram),Punjab,2024-09,3254.0,2994.0,3514.0,204.8,1
MPC000778,CROP007,Chickpea (Gram),Punjab,2024-10,3549.0,3265.0,3833.0,89.1,1
MPC000779,CROP007,Chickpea (Gram),Punjab,2024-11,3621.0,3331.0,3911.0,279.7,1
MPC000780,CROP007,Chickpea (Gram),Punjab,2024-12,4149.0,3817.0,4481.0,101.3,1
MPC000781,CROP007,Chickpea (Gram),Punjab,2025-01,4268.0,3927.0,4609.0,111.1,1
MPC000782,CROP007,Chickpea (Gram),Punjab,2025-02,4405.0,4053.0,4757.0,98.4,1
MPC000783,CROP007,Chickpea (Gram),Punjab,2025-03,4505.0,4145.0,4865.0,95.6,1
MPC000784,CROP007,Chickpea (Gram),Punjab,2025-04,4641.0,4270.0,5012.0,225.2,1
MPC000785,CROP007,Chickpea (Gram),Punjab,2025-05,4748.0,4368.0,5128.0,38.6,1
MPC000786,CROP007,Chickpea (Gram),Punjab,2025-06,4155.0,3823.0,4487.0,77.0,1
MPC000787,CROP007,Chickpea (Gram),Punjab,2025-07,3594.0,3306.0,3882.0,73.1,1
MPC000788,CROP007,Chickpea (Gram),Punjab,2025-08,4014.0,3693.0,4335.0,260.0,1
MPC000789,CROP007,Chickpea (Gram),Punjab,2025-09,3684.0,3389.0,3979.0,25.1,1
MPC000790,CROP007,Chickpea (Gram),Punjab,2025-10,3545.0,3261.0,3829.0,86.9,1
MPC000791,CROP007,Chickpea (Gram),Punjab,2025-11,3486.0,3207.0,3765.0,273.2,1
MPC000792,CROP007,Chickpea (Gram),Punjab,2025-12,3957.0,3640.0,4274.0,147.7,1
MPC000793,CROP007,Chickpea (Gram),Punjab,2026-01,4690.0,4315.0,5065.0,128.3,1
MPC000794,CROP007,Chickpea (Gram),Punjab,2026-02,4918.0,4525.0,5311.0,120.0,1
MPC000795,CROP007,Chickpea (Gram),Punjab,2026-03,4562.0,4197.0,4927.0,169.6,1
MPC000796,CROP007,Chickpea (Gram),Punjab,2026-04,4849.0,4461.0,5237.0,93.8,1
MPC000797,CROP007,Chickpea (Gram),Punjab,2026-05,4770.0,4388.0,5152.0,177.1,1
MPC000798,CROP007,Chickpea (Gram),Punjab,2026-06,4117.0,3788.0,4446.0,137.2,1
MPC000799,CROP007,Chickpea (Gram),Punjab,2026-07,4237.0,3898.0,4576.0,109.0,1
MPC000800,CROP007,Chickpea (Gram),Punjab,2026-08,4152.0,3820.0,4484.0,94.6,1
MPC000801,CROP007,Chickpea (Gram),Tamil Nadu,2024-01,4156.0,3824.0,4488.0,245.1,1
MPC000802,CROP007,Chickpea (Gram),Tamil Nadu,2024-02,4690.0,4315.0,5065.0,67.1,1
MPC000803,CROP007,Chickpea (Gram),Tamil Nadu,2024-03,4333.0,3986.0,4680.0,128.8,1
MPC000804,CROP007,Chickpea (Gram),Tamil Nadu,2024-04,4408.0,4055.0,4761.0,158.2,1
MPC000805,CROP007,Chickpea (Gram),Tamil Nadu,2024-05,4468.0,4111.0,4825.0,56.4,1
MPC000806,CROP007,Chickpea (Gram),Tamil Nadu,2024-06,4079.0,3753.0,4405.0,238.1,1
MPC000807,CROP007,Chickpea (Gram),Tamil Nadu,2024-07,3742.0,3443.0,4041.0,110.6,1
MPC000808,CROP007,Chickpea (Gram),Tamil Nadu,2024-08,3463.0,3186.0,3740.0,244.6,1
MPC000809,CROP007,Chickpea (Gram),Tamil Nadu,2024-09,3399.0,3127.0,3671.0,98.9,1
MPC000810,CROP007,Chickpea (Gram),Tamil Nadu,2024-10,3957.0,3640.0,4274.0,51.2,1
MPC000811,CROP007,Chickpea (Gram),Tamil Nadu,2024-11,3548.0,3264.0,3832.0,209.3,1
MPC000812,CROP007,Chickpea (Gram),Tamil Nadu,2024-12,4034.0,3711.0,4357.0,41.2,1
MPC000813,CROP007,Chickpea (Gram),Tamil Nadu,2025-01,4441.0,4086.0,4796.0,213.6,1
MPC000814,CROP007,Chickpea (Gram),Tamil Nadu,2025-02,4724.0,4346.0,5102.0,85.0,1
MPC000815,CROP007,Chickpea (Gram),Tamil Nadu,2025-03,4503.0,4143.0,4863.0,163.4,1
MPC000816,CROP007,Chickpea (Gram),Tamil Nadu,2025-04,4727.0,4349.0,5105.0,123.9,1
MPC000817,CROP007,Chickpea (Gram),Tamil Nadu,2025-05,4457.0,4100.0,4814.0,145.8,1
MPC000818,CROP007,Chickpea (Gram),Tamil Nadu,2025-06,3964.0,3647.0,4281.0,202.1,1
MPC000819,CROP007,Chickpea (Gram),Tamil Nadu,2025-07,3814.0,3509.0,4119.0,75.5,1
MPC000820,CROP007,Chickpea (Gram),Tamil Nadu,2025-08,3668.0,3375.0,3961.0,103.6,1
MPC000821,CROP007,Chickpea (Gram),Tamil Nadu,2025-09,3491.0,3212.0,3770.0,89.4,1
MPC000822,CROP007,Chickpea (Gram),Tamil Nadu,2025-10,3624.0,3334.0,3914.0,101.4,1
MPC000823,CROP007,Chickpea (Gram),Tamil Nadu,2025-11,3654.0,3362.0,3946.0,145.6,1
MPC000824,CROP007,Chickpea (Gram),Tamil Nadu,2025-12,3881.0,3571.0,4191.0,243.4,1
MPC000825,CROP007,Chickpea (Gram),Tamil Nadu,2026-01,4412.0,4059.0,4765.0,139.1,1
MPC000826,CROP007,Chickpea (Gram),Tamil Nadu,2026-02,5013.0,4612.0,5414.0,260.0,1
MPC000827,CROP007,Chickpea (Gram),Tamil Nadu,2026-03,5176.0,4762.0,5590.0,68.4,1
MPC000828,CROP007,Chickpea (Gram),Tamil Nadu,2026-04,4690.0,4315.0,5065.0,52.8,1
MPC000829,CROP007,Chickpea (Gram),Tamil Nadu,2026-05,4931.0,4537.0,5325.0,117.2,1
MPC000830,CROP007,Chickpea (Gram),Tamil Nadu,2026-06,4170.0,3836.0,4504.0,99.5,1
MPC000831,CROP007,Chickpea (Gram),Tamil Nadu,2026-07,3942.0,3627.0,4257.0,91.1,1
MPC000832,CROP007,Chickpea (Gram),Tamil Nadu,2026-08,3627.0,3337.0,3917.0,145.3,1
MPC000833,CROP007,Chickpea (Gram),Uttar Pradesh,2024-01,4123.0,3793.0,4453.0,41.5,1
MPC000834,CROP007,Chickpea (Gram),Uttar Pradesh,2024-02,4273.0,3931.0,4615.0,104.8,1
MPC000835,CROP007,Chickpea (Gram),Uttar Pradesh,2024-03,4330.0,3984.0,4676.0,94.0,1
MPC000836,CROP007,Chickpea (Gram),Uttar Pradesh,2024-04,4320.0,3974.0,4666.0,155.0,1
MPC000837,CROP007,Chickpea (Gram),Uttar Pradesh,2024-05,4463.0,4106.0,4820.0,130.1,1
MPC000838,CROP007,Chickpea (Gram),Uttar Pradesh,2024-06,3985.0,3666.0,4304.0,92.0,1
MPC000839,CROP007,Chickpea (Gram),Uttar Pradesh,2024-07,4011.0,3690.0,4332.0,186.7,1
MPC000840,CROP007,Chickpea (Gram),Uttar Pradesh,2024-08,3797.0,3493.0,4101.0,130.1,1
MPC000841,CROP007,Chickpea (Gram),Uttar Pradesh,2024-09,3300.0,3036.0,3564.0,209.4,1
MPC000842,CROP007,Chickpea (Gram),Uttar Pradesh,2024-10,3399.0,3127.0,3671.0,333.2,1
MPC000843,CROP007,Chickpea (Gram),Uttar Pradesh,2024-11,3558.0,3273.0,3843.0,78.7,1
MPC000844,CROP007,Chickpea (Gram),Uttar Pradesh,2024-12,3745.0,3445.0,4045.0,86.6,1
MPC000845,CROP007,Chickpea (Gram),Uttar Pradesh,2025-01,4451.0,4095.0,4807.0,72.1,1
MPC000846,CROP007,Chickpea (Gram),Uttar Pradesh,2025-02,4710.0,4333.0,5087.0,122.3,1
MPC000847,CROP007,Chickpea (Gram),Uttar Pradesh,2025-03,4396.0,4044.0,4748.0,61.2,1
MPC000848,CROP007,Chickpea (Gram),Uttar Pradesh,2025-04,4598.0,4230.0,4966.0,136.5,1
MPC000849,CROP007,Chickpea (Gram),Uttar Pradesh,2025-05,4207.0,3870.0,4544.0,191.9,1
MPC000850,CROP007,Chickpea (Gram),Uttar Pradesh,2025-06,4290.0,3947.0,4633.0,174.1,1
MPC000851,CROP007,Chickpea (Gram),Uttar Pradesh,2025-07,3934.0,3619.0,4249.0,53.1,1
MPC000852,CROP007,Chickpea (Gram),Uttar Pradesh,2025-08,3963.0,3646.0,4280.0,87.6,1
MPC000853,CROP007,Chickpea (Gram),Uttar Pradesh,2025-09,3851.0,3543.0,4159.0,178.7,1
MPC000854,CROP007,Chickpea (Gram),Uttar Pradesh,2025-10,3811.0,3506.0,4116.0,75.4,1
MPC000855,CROP007,Chickpea (Gram),Uttar Pradesh,2025-11,3795.0,3491.0,4099.0,307.6,1
MPC000856,CROP007,Chickpea (Gram),Uttar Pradesh,2025-12,4244.0,3904.0,4584.0,48.2,1
MPC000857,CROP007,Chickpea (Gram),Uttar Pradesh,2026-01,4790.0,4407.0,5173.0,26.0,1
MPC000858,CROP007,Chickpea (Gram),Uttar Pradesh,2026-02,4324.0,3978.0,4670.0,175.4,1
MPC000859,CROP007,Chickpea (Gram),Uttar Pradesh,2026-03,4697.0,4321.0,5073.0,23.6,1
MPC000860,CROP007,Chickpea (Gram),Uttar Pradesh,2026-04,4945.0,4549.0,5341.0,49.5,1
MPC000861,CROP007,Chickpea (Gram),Uttar Pradesh,2026-05,4636.0,4265.0,5007.0,45.5,1
MPC000862,CROP007,Chickpea (Gram),Uttar Pradesh,2026-06,4252.0,3912.0,4592.0,183.7,1
MPC000863,CROP007,Chickpea (Gram),Uttar Pradesh,2026-07,3996.0,3676.0,4316.0,57.0,1
MPC000864,CROP007,Chickpea (Gram),Uttar Pradesh,2026-08,4060.0,3735.0,4385.0,250.1,1
MPC000865,CROP007,Chickpea (Gram),West Bengal,2024-01,4015.0,3694.0,4336.0,210.7,1
MPC000866,CROP007,Chickpea (Gram),West Bengal,2024-02,4412.0,4059.0,4765.0,120.7,1
MPC000867,CROP007,Chickpea (Gram),West Bengal,2024-03,4314.0,3969.0,4659.0,78.4,1
MPC000868,CROP007,Chickpea (Gram),West Bengal,2024-04,4281.0,3939.0,4623.0,72.5,1
MPC000869,CROP007,Chickpea (Gram),West Bengal,2024-05,4542.0,4179.0,4905.0,41.4,1
MPC000870,CROP007,Chickpea (Gram),West Bengal,2024-06,4104.0,3776.0,4432.0,164.3,1
MPC000871,CROP007,Chickpea (Gram),West Bengal,2024-07,4022.0,3700.0,4344.0,89.0,1
MPC000872,CROP007,Chickpea (Gram),West Bengal,2024-08,3860.0,3551.0,4169.0,131.1,1
MPC000873,CROP007,Chickpea (Gram),West Bengal,2024-09,3252.0,2992.0,3512.0,226.1,1
MPC000874,CROP007,Chickpea (Gram),West Bengal,2024-10,3746.0,3446.0,4046.0,162.1,1
MPC000875,CROP007,Chickpea (Gram),West Bengal,2024-11,3848.0,3540.0,4156.0,18.1,1
MPC000876,CROP007,Chickpea (Gram),West Bengal,2024-12,3927.0,3613.0,4241.0,41.9,1
MPC000877,CROP007,Chickpea (Gram),West Bengal,2025-01,4310.0,3965.0,4655.0,267.0,1
MPC000878,CROP007,Chickpea (Gram),West Bengal,2025-02,4194.0,3858.0,4530.0,139.8,1
MPC000879,CROP007,Chickpea (Gram),West Bengal,2025-03,4589.0,4222.0,4956.0,18.8,1
MPC000880,CROP007,Chickpea (Gram),West Bengal,2025-04,4177.0,3843.0,4511.0,72.4,1
MPC000881,CROP007,Chickpea (Gram),West Bengal,2025-05,4432.0,4077.0,4787.0,55.6,1
MPC000882,CROP007,Chickpea (Gram),West Bengal,2025-06,4578.0,4212.0,4944.0,110.3,1
MPC000883,CROP007,Chickpea (Gram),West Bengal,2025-07,3997.0,3677.0,4317.0,188.3,1
MPC000884,CROP007,Chickpea (Gram),West Bengal,2025-08,3675.0,3381.0,3969.0,288.4,1
MPC000885,CROP007,Chickpea (Gram),West Bengal,2025-09,3597.0,3309.0,3885.0,87.2,1
MPC000886,CROP007,Chickpea (Gram),West Bengal,2025-10,3636.0,3345.0,3927.0,159.6,1
MPC000887,CROP007,Chickpea (Gram),West Bengal,2025-11,3871.0,3561.0,4181.0,83.3,1
MPC000888,CROP007,Chickpea (Gram),West Bengal,2025-12,3984.0,3665.0,4303.0,167.0,1
MPC000889,CROP007,Chickpea (Gram),West Bengal,2026-01,4669.0,4295.0,5043.0,62.2,1
MPC000890,CROP007,Chickpea (Gram),West Bengal,2026-02,4709.0,4332.0,5086.0,69.7,1
MPC000891,CROP007,Chickpea (Gram),West Bengal,2026-03,4849.0,4461.0,5237.0,176.4,1
MPC000892,CROP007,Chickpea (Gram),West Bengal,2026-04,4954.0,4558.0,5350.0,36.5,1
MPC000893,CROP007,Chickpea (Gram),West Bengal,2026-05,4602.0,4234.0,4970.0,88.7,1
MPC000894,CROP007,Chickpea (Gram),West Bengal,2026-06,4294.0,3950.0,4638.0,85.3,1
MPC000895,CROP007,Chickpea (Gram),West Bengal,2026-07,3599.0,3311.0,3887.0,200.1,1
MPC000896,CROP007,Chickpea (Gram),West Bengal,2026-08,3874.0,3564.0,4184.0,111.4,1
MPC000897,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2024-01,2160.0,1987.0,2333.0,336.5,1
MPC000898,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2024-02,2223.0,2045.0,2401.0,52.2,1
MPC000899,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2024-03,2225.0,2047.0,2403.0,71.5,1
MPC000900,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2024-04,2274.0,2092.0,2456.0,109.7,1
MPC000901,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2024-05,2105.0,1937.0,2273.0,190.1,1
MPC000902,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2024-06,1815.0,1670.0,1960.0,122.8,1
MPC000903,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2024-07,1950.0,1794.0,2106.0,34.6,1
MPC000904,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2024-08,1841.0,1694.0,1988.0,180.0,1
MPC000905,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2024-09,1778.0,1636.0,1920.0,35.4,1
MPC000906,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2024-10,1991.0,1832.0,2150.0,103.5,1
MPC000907,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2024-11,1784.0,1641.0,1927.0,102.1,1
MPC000908,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2024-12,1997.0,1837.0,2157.0,189.5,1
MPC000909,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2025-01,2242.0,2063.0,2421.0,79.5,1
MPC000910,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2025-02,2356.0,2168.0,2544.0,178.7,1
MPC000911,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2025-03,2245.0,2065.0,2425.0,188.6,1
MPC000912,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2025-04,2566.0,2361.0,2771.0,42.4,1
MPC000913,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2025-05,2168.0,1995.0,2341.0,74.5,1
MPC000914,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2025-06,2158.0,1985.0,2331.0,122.2,1
MPC000915,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2025-07,1982.0,1823.0,2141.0,54.6,1
MPC000916,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2025-08,1739.0,1600.0,1878.0,130.5,1
MPC000917,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2025-09,1721.0,1583.0,1859.0,69.3,1
MPC000918,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2025-10,1873.0,1723.0,2023.0,190.7,1
MPC000919,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2025-11,2057.0,1892.0,2222.0,153.5,1
MPC000920,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2025-12,2113.0,1944.0,2282.0,12.7,1
MPC000921,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2026-01,2425.0,2231.0,2619.0,55.9,1
MPC000922,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2026-02,2585.0,2378.0,2792.0,125.3,1
MPC000923,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2026-03,2576.0,2370.0,2782.0,173.7,1
MPC000924,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2026-04,2586.0,2379.0,2793.0,66.9,1
MPC000925,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2026-05,2405.0,2213.0,2597.0,97.6,1
MPC000926,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2026-06,2324.0,2138.0,2510.0,5.9,1
MPC000927,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2026-07,2094.0,1926.0,2262.0,123.5,1
MPC000928,CROP008,Pigeon Pea (Tur),Andhra Pradesh,2026-08,1841.0,1694.0,1988.0,116.3,1
MPC000929,CROP008,Pigeon Pea (Tur),Bihar,2024-01,2211.0,2034.0,2388.0,96.1,1
MPC000930,CROP008,Pigeon Pea (Tur),Bihar,2024-02,2183.0,2008.0,2358.0,78.3,1
MPC000931,CROP008,Pigeon Pea (Tur),Bihar,2024-03,2322.0,2136.0,2508.0,162.0,1
MPC000932,CROP008,Pigeon Pea (Tur),Bihar,2024-04,2072.0,1906.0,2238.0,59.4,1
MPC000933,CROP008,Pigeon Pea (Tur),Bihar,2024-05,2031.0,1869.0,2193.0,111.7,1
MPC000934,CROP008,Pigeon Pea (Tur),Bihar,2024-06,1960.0,1803.0,2117.0,66.2,1
MPC000935,CROP008,Pigeon Pea (Tur),Bihar,2024-07,1867.0,1718.0,2016.0,76.1,1
MPC000936,CROP008,Pigeon Pea (Tur),Bihar,2024-08,1841.0,1694.0,1988.0,80.7,1
MPC000937,CROP008,Pigeon Pea (Tur),Bihar,2024-09,2065.0,1900.0,2230.0,184.7,1
MPC000938,CROP008,Pigeon Pea (Tur),Bihar,2024-10,1684.0,1549.0,1819.0,88.7,1
MPC000939,CROP008,Pigeon Pea (Tur),Bihar,2024-11,1896.0,1744.0,2048.0,160.6,1
MPC000940,CROP008,Pigeon Pea (Tur),Bihar,2024-12,2089.0,1922.0,2256.0,108.0,1
MPC000941,CROP008,Pigeon Pea (Tur),Bihar,2025-01,2386.0,2195.0,2577.0,91.9,1
MPC000942,CROP008,Pigeon Pea (Tur),Bihar,2025-02,2353.0,2165.0,2541.0,76.9,1
MPC000943,CROP008,Pigeon Pea (Tur),Bihar,2025-03,2293.0,2110.0,2476.0,170.3,1
MPC000944,CROP008,Pigeon Pea (Tur),Bihar,2025-04,2299.0,2115.0,2483.0,47.3,1
MPC000945,CROP008,Pigeon Pea (Tur),Bihar,2025-05,2332.0,2145.0,2519.0,92.7,1
MPC000946,CROP008,Pigeon Pea (Tur),Bihar,2025-06,2058.0,1893.0,2223.0,114.0,1
MPC000947,CROP008,Pigeon Pea (Tur),Bihar,2025-07,1921.0,1767.0,2075.0,91.5,1
MPC000948,CROP008,Pigeon Pea (Tur),Bihar,2025-08,1924.0,1770.0,2078.0,74.4,1
MPC000949,CROP008,Pigeon Pea (Tur),Bihar,2025-09,1947.0,1791.0,2103.0,168.0,1
MPC000950,CROP008,Pigeon Pea (Tur),Bihar,2025-10,1775.0,1633.0,1917.0,157.6,1
MPC000951,CROP008,Pigeon Pea (Tur),Bihar,2025-11,2128.0,1958.0,2298.0,112.1,1
MPC000952,CROP008,Pigeon Pea (Tur),Bihar,2025-12,1915.0,1762.0,2068.0,106.0,1
MPC000953,CROP008,Pigeon Pea (Tur),Bihar,2026-01,2459.0,2262.0,2656.0,139.1,1
MPC000954,CROP008,Pigeon Pea (Tur),Bihar,2026-02,2267.0,2086.0,2448.0,62.9,1
MPC000955,CROP008,Pigeon Pea (Tur),Bihar,2026-03,2364.0,2175.0,2553.0,11.6,1
MPC000956,CROP008,Pigeon Pea (Tur),Bihar,2026-04,2567.0,2362.0,2772.0,56.2,1
MPC000957,CROP008,Pigeon Pea (Tur),Bihar,2026-05,2400.0,2208.0,2592.0,105.0,1
MPC000958,CROP008,Pigeon Pea (Tur),Bihar,2026-06,2379.0,2189.0,2569.0,84.5,1
MPC000959,CROP008,Pigeon Pea (Tur),Bihar,2026-07,2128.0,1958.0,2298.0,49.6,1
MPC000960,CROP008,Pigeon Pea (Tur),Bihar,2026-08,1973.0,1815.0,2131.0,60.0,1
MPC000961,CROP008,Pigeon Pea (Tur),Gujarat,2024-01,2263.0,2082.0,2444.0,227.7,1
MPC000962,CROP008,Pigeon Pea (Tur),Gujarat,2024-02,2150.0,1978.0,2322.0,94.1,1
MPC000963,CROP008,Pigeon Pea (Tur),Gujarat,2024-03,2343.0,2156.0,2530.0,277.5,1
MPC000964,CROP008,Pigeon Pea (Tur),Gujarat,2024-04,2219.0,2041.0,2397.0,61.6,1
MPC000965,CROP008,Pigeon Pea (Tur),Gujarat,2024-05,2336.0,2149.0,2523.0,94.8,1
MPC000966,CROP008,Pigeon Pea (Tur),Gujarat,2024-06,1976.0,1818.0,2134.0,45.3,1
MPC000967,CROP008,Pigeon Pea (Tur),Gujarat,2024-07,1773.0,1631.0,1915.0,181.6,1
MPC000968,CROP008,Pigeon Pea (Tur),Gujarat,2024-08,1874.0,1724.0,2024.0,52.9,1
MPC000969,CROP008,Pigeon Pea (Tur),Gujarat,2024-09,1816.0,1671.0,1961.0,72.5,1
MPC000970,CROP008,Pigeon Pea (Tur),Gujarat,2024-10,2150.0,1978.0,2322.0,161.8,1
MPC000971,CROP008,Pigeon Pea (Tur),Gujarat,2024-11,1896.0,1744.0,2048.0,46.2,1
MPC000972,CROP008,Pigeon Pea (Tur),Gujarat,2024-12,2176.0,2002.0,2350.0,36.8,1
MPC000973,CROP008,Pigeon Pea (Tur),Gujarat,2025-01,2241.0,2062.0,2420.0,83.4,1
MPC000974,CROP008,Pigeon Pea (Tur),Gujarat,2025-02,2571.0,2365.0,2777.0,80.7,1
MPC000975,CROP008,Pigeon Pea (Tur),Gujarat,2025-03,2431.0,2237.0,2625.0,55.9,1
MPC000976,CROP008,Pigeon Pea (Tur),Gujarat,2025-04,2382.0,2191.0,2573.0,183.0,1
MPC000977,CROP008,Pigeon Pea (Tur),Gujarat,2025-05,2139.0,1968.0,2310.0,49.4,1
MPC000978,CROP008,Pigeon Pea (Tur),Gujarat,2025-06,2030.0,1868.0,2192.0,181.2,1
MPC000979,CROP008,Pigeon Pea (Tur),Gujarat,2025-07,1914.0,1761.0,2067.0,118.5,1
MPC000980,CROP008,Pigeon Pea (Tur),Gujarat,2025-08,1852.0,1704.0,2000.0,14.4,1
MPC000981,CROP008,Pigeon Pea (Tur),Gujarat,2025-09,1722.0,1584.0,1860.0,85.1,1
MPC000982,CROP008,Pigeon Pea (Tur),Gujarat,2025-10,1967.0,1810.0,2124.0,23.3,1
MPC000983,CROP008,Pigeon Pea (Tur),Gujarat,2025-11,1835.0,1688.0,1982.0,89.6,1
MPC000984,CROP008,Pigeon Pea (Tur),Gujarat,2025-12,2322.0,2136.0,2508.0,195.8,1
MPC000985,CROP008,Pigeon Pea (Tur),Gujarat,2026-01,2296.0,2112.0,2480.0,79.4,1
MPC000986,CROP008,Pigeon Pea (Tur),Gujarat,2026-02,2617.0,2408.0,2826.0,60.4,1
MPC000987,CROP008,Pigeon Pea (Tur),Gujarat,2026-03,2448.0,2252.0,2644.0,52.4,1
MPC000988,CROP008,Pigeon Pea (Tur),Gujarat,2026-04,2449.0,2253.0,2645.0,63.3,1
MPC000989,CROP008,Pigeon Pea (Tur),Gujarat,2026-05,2455.0,2259.0,2651.0,84.8,1
MPC000990,CROP008,Pigeon Pea (Tur),Gujarat,2026-06,2329.0,2143.0,2515.0,31.8,1
MPC000991,CROP008,Pigeon Pea (Tur),Gujarat,2026-07,2151.0,1979.0,2323.0,21.8,1
MPC000992,CROP008,Pigeon Pea (Tur),Gujarat,2026-08,2105.0,1937.0,2273.0,96.0,1
MPC000993,CROP008,Pigeon Pea (Tur),Uttar Pradesh,2024-01,2119.0,1949.0,2289.0,103.7,1
MPC000994,CROP008,Pigeon Pea (Tur),Uttar Pradesh,2024-02,2622.0,2412.0,2832.0,121.5,1
MPC000995,CROP008,Pigeon Pea (Tur),Uttar Pradesh,2024-03,2318.0,2133.0,2503.0,142.2,1
MPC000996,CROP008,Pigeon Pea (Tur),Uttar Pradesh,2024-04,2472.0,2274.0,2670.0,67.7,1
MPC000997,CROP008,Pigeon Pea (Tur),Uttar Pradesh,2024-05,2351.0,2163.0,2539.0,161.6,1
