record_id,crop_id,crop_name,state,year,month,price_lag1_inr,price_lag2_inr,price_lag3_inr,rainfall_anomaly_mm,trade_demand_index,target_price_next_period_inr
PF002805,CROP004,Sorghum (Jowar),Uttar Pradesh,2022,1,5731.9,5271.9,5026.2,23.6,52.5,5622.5
PF002806,CROP004,Sorghum (Jowar),Uttar Pradesh,2022,2,5622.5,5731.9,5271.9,12.7,62.5,5531.9
PF002807,CROP004,Sorghum (Jowar),Uttar Pradesh,2022,3,5531.9,5622.5,5731.9,-7.4,39.9,6043.9
PF002808,CROP004,Sorghum (Jowar),Uttar Pradesh,2022,4,6043.9,5531.9,5622.5,-7.5,41.1,6015.4
PF002809,CROP004,Sorghum (Jowar),Uttar Pradesh,2022,5,6015.4,6043.9,5531.9,7.0,34.9,5656.5
PF002810,CROP004,Sorghum (Jowar),Uttar Pradesh,2022,6,5656.5,6015.4,6043.9,3.1,52.7,5612.1
PF002811,CROP004,Sorghum (Jowar),Uttar Pradesh,2022,7,5612.1,5656.5,6015.4,-17.6,59.1,5437.5
PF002812,CROP004,Sorghum (Jowar),Uttar Pradesh,2022,8,5437.5,5612.1,5656.5,18.9,53.8,4824.2
PF002813,CROP004,Sorghum (Jowar),Uttar Pradesh,2022,9,4824.2,5437.5,5612.1,14.2,54.7,5351.3
PF002814,CROP004,Sorghum (Jowar),Uttar Pradesh,2022,10,5351.3,4824.2,5437.5,-2.9,31.9,5125.5
PF002815,CROP004,Sorghum (Jowar),Uttar Pradesh,2022,11,5125.5,5351.3,4824.2,-6.5,50.8,5157.8
PF002816,CROP004,Sorghum (Jowar),Uttar Pradesh,2022,12,5157.8,5125.5,5351.3,0.5,73.1,5613.7
PF002817,CROP004,Sorghum (Jowar),Uttar Pradesh,2023,1,5613.7,5157.8,5125.5,15.3,60.6,6181.0
PF002818,CROP004,Sorghum (Jowar),Uttar Pradesh,2023,2,6181.0,5613.7,5157.8,-14.1,48.8,6215.3
PF002819,CROP004,Sorghum (Jowar),Uttar Pradesh,2023,3,6215.3,6181.0,5613.7,7.3,55.3,6132.0
PF002820,CROP004,Sorghum (Jowar),Uttar Pradesh,2023,4,6132.0,6215.3,6181.0,1.1,74.2,5896.2
PF002821,CROP004,Sorghum (Jowar),Uttar Pradesh,2023,5,5896.2,6132.0,6215.3,9.1,68.3,6158.3
PF002822,CROP004,Sorghum (Jowar),Uttar Pradesh,2023,6,6158.3,5896.2,6132.0,-9.2,56.2,5724.8
PF002823,CROP004,Sorghum (Jowar),Uttar Pradesh,2023,7,5724.8,6158.3,5896.2,10.1,35.8,5155.8
PF002824,CROP004,Sorghum (Jowar),Uttar Pradesh,2023,8,5155.8,5724.8,6158.3,6.0,34.6,5157.8
PF002825,CROP004,Sorghum (Jowar),Uttar Pradesh,2023,9,5157.8,5155.8,5724.8,25.0,74.6,5263.0
PF002826,CROP004,Sorghum (Jowar),Uttar Pradesh,2023,10,5263.0,5157.8,5155.8,-29.5,42.6,4823.3
PF002827,CROP004,Sorghum (Jowar),Uttar Pradesh,2023,11,4823.3,5263.0,5157.8,-7.9,53.8,4839.2
PF002828,CROP004,Sorghum (Jowar),Uttar Pradesh,2023,12,4839.2,4823.3,5263.0,-33.9,61.4,5617.2
PF002861,CROP004,Sorghum (Jowar),Bihar,2021,4,5426.2,5250.7,5420.6,-11.6,64.0,5432.2
PF002862,CROP004,Sorghum (Jowar),Bihar,2021,5,5432.2,5426.2,5250.7,5.9,26.4,5348.5
PF002863,CROP004,Sorghum (Jowar),Bihar,2021,6,5348.5,5432.2,5426.2,-15.7,43.6,4713.4
PF002864,CROP004,Sorghum (Jowar),Bihar,2021,7,4713.4,5348.5,5432.2,-14.8,55.8,5094.3
PF002865,CROP004,Sorghum (Jowar),Bihar,2021,8,5094.3,4713.4,5348.5,9.9,21.8,4849.9
PF002866,CROP004,Sorghum (Jowar),Bihar,2021,9,4849.9,5094.3,4713.4,-7.5,45.9,4560.8
PF002867,CROP004,Sorghum (Jowar),Bihar,2021,10,4560.8,4849.9,5094.3,-10.2,43.0,5021.3
PF002868,CROP004,Sorghum (Jowar),Bihar,2021,11,5021.3,4560.8,4849.9,-2.4,39.2,4721.9
PF002869,CROP004,Sorghum (Jowar),Bihar,2021,12,4721.9,5021.3,4560.8,-9.2,37.0,5013.9
PF002870,CROP004,Sorghum (Jowar),Bihar,2022,1,5013.9,4721.9,5021.3,-15.4,62.4,5402.0
PF002871,CROP004,Sorghum (Jowar),Bihar,2022,2,5402.0,5013.9,4721.9,17.1,52.2,5769.4
PF002872,CROP004,Sorghum (Jowar),Bihar,2022,3,5769.4,5402.0,5013.9,-22.6,50.1,5614.2
PF002873,CROP004,Sorghum (Jowar),Bihar,2022,4,5614.2,5769.4,5402.0,-6.2,62.9,5792.4
PF002874,CROP004,Sorghum (Jowar),Bihar,2022,5,5792.4,5614.2,5769.4,-0.5,38.0,5620.5
PF002875,CROP004,Sorghum (Jowar),Bihar,2022,6,5620.5,5792.4,5614.2,25.2,40.3,5579.3
PF002876,CROP004,Sorghum (Jowar),Bihar,2022,7,5579.3,5620.5,5792.4,43.0,53.8,4954.3
PF002877,CROP004,Sorghum (Jowar),Bihar,2022,8,4954.3,5579.3,5620.5,-7.8,69.1,4522.3
PF002878,CROP004,Sorghum (Jowar),Bihar,2022,9,4522.3,4954.3,5579.3,-7.6,18.4,4705.9
PF002879,CROP004,Sorghum (Jowar),Bihar,2022,10,4705.9,4522.3,4954.3,15.5,68.3,4461.2
PF002880,CROP004,Sorghum (Jowar),Bihar,2022,11,4461.2,4705.9,4522.3,-9.8,47.5,4544.3
PF002881,CROP004,Sorghum (Jowar),Bihar,2022,12,4544.3,4461.2,4705.9,10.7,69.3,5040.9
PF002882,CROP004,Sorghum (Jowar),Bihar,2023,1,5040.9,4544.3,4461.2,6.1,48.5,5636.3
PF002883,CROP004,Sorghum (Jowar),Bihar,2023,2,5636.3,5040.9,4544.3,-7.8,32.7,5828.9
PF002884,CROP004,Sorghum (Jowar),Bihar,2023,3,5828.9,5636.3,5040.9,-7.3,38.5,5789.0
PF002885,CROP004,Sorghum (Jowar),Bihar,2023,4,5789.0,5828.9,5636.3,-2.8,58.5,5630.1
PF002886,CROP004,Sorghum (Jowar),Bihar,2023,5,5630.1,5789.0,5828.9,-3.3,62.2,5588.8
PF002887,CROP004,Sorghum (Jowar),Bihar,2023,6,5588.8,5630.1,5789.0,18.9,74.9,5062.2
PF002888,CROP004,Sorghum (Jowar),Bihar,2023,7,5062.2,5588.8,5630.1,-10.3,39.8,4947.7
PF002889,CROP004,Sorghum (Jowar),Bihar,2023,8,4947.7,5062.2,5588.8,-15.4,44.3,4659.7
PF002890,CROP004,Sorghum (Jowar),Bihar,2023,9,4659.7,4947.7,5062.2,-10.5,41.5,4459.5
PF002891,CROP004,Sorghum (Jowar),Bihar,2023,10,4459.5,4659.7,4947.7,1.9,51.5,4543.2
PF002892,CROP004,Sorghum (Jowar),Bihar,2023,11,4543.2,4459.5,4659.7,22.9,56.8,4938.8
PF002893,CROP004,Sorghum (Jowar),Bihar,2023,12,4938.8,4543.2,4459.5,5.9,63.5,5413.5
PF002926,CROP004,Sorghum (Jowar),Bihar,2021,4,4504.2,4825.9,4692.3,-22.4,50.5,4724.5
PF002927,CROP004,Sorghum (Jowar),Bihar,2021,5,4724.5,4504.2,4825.9,-15.1,77.0,4797.8
PF002928,CROP004,Sorghum (Jowar),Bihar,2021,6,4797.8,4724.5,4504.2,20.7,59.2,4458.0
PF002929,CROP004,Sorghum (Jowar),Bihar,2021,7,4458.0,4797.8,4724.5,-4.4,37.4,4114.1
PF002930,CROP004,Sorghum (Jowar),Bihar,2021,8,4114.1,4458.0,4797.8,-11.9,54.0,3999.4
PF002931,CROP004,Sorghum (Jowar),Bihar,2021,9,3999.4,4114.1,4458.0,-5.3,27.6,4016.4
PF002932,CROP004,Sorghum (Jowar),Bihar,2021,10,4016.4,3999.4,4114.1,12.3,38.6,3848.6
PF002933,CROP004,Sorghum (Jowar),Bihar,2021,11,3848.6,4016.4,3999.4,7.0,45.5,3911.7
PF002934,CROP004,Sorghum (Jowar),Bihar,2021,12,3911.7,3848.6,4016.4,-1.3,54.3,4289.5
PF002935,CROP004,Sorghum (Jowar),Bihar,2022,1,4289.5,3911.7,3848.6,9.5,57.1,4750.2
PF002936,CROP004,Sorghum (Jowar),Bihar,2022,2,4750.2,4289.5,3911.7,-11.9,72.5,4924.3
PF002937,CROP004,Sorghum (Jowar),Bihar,2022,3,4924.3,4750.2,4289.5,6.4,55.8,5067.3
PF002938,CROP004,Sorghum (Jowar),Bihar,2022,4,5067.3,4924.3,4750.2,-30.2,48.5,4773.0
PF002939,CROP004,Sorghum (Jowar),Bihar,2022,5,4773.0,5067.3,4924.3,-13.0,60.2,4828.6
PF002940,CROP004,Sorghum (Jowar),Bihar,2022,6,4828.6,4773.0,5067.3,-1.0,27.6,4463.5
PF002941,CROP004,Sorghum (Jowar),Bihar,2022,7,4463.5,4828.6,4773.0,-6.4,46.6,4385.4
PF002942,CROP004,Sorghum (Jowar),Bihar,2022,8,4385.4,4463.5,4828.6,12.9,40.5,4445.7
PF002943,CROP004,Sorghum (Jowar),Bihar,2022,9,4445.7,4385.4,4463.5,24.2,34.6,4237.9
PF002944,CROP004,Sorghum (Jowar),Bihar,2022,10,4237.9,4445.7,4385.4,17.9,47.6,3818.4
PF002945,CROP004,Sorghum (Jowar),Bihar,2022,11,3818.4,4237.9,4445.7,-20.7,51.6,4350.4
PF002946,CROP004,Sorghum (Jowar),Bihar,2022,12,4350.4,3818.4,4237.9,9.1,57.5,4672.5
PF002947,CROP004,Sorghum (Jowar),Bihar,2023,1,4672.5,4350.4,3818.4,-10.9,62.2,4738.8
PF002948,CROP004,Sorghum (Jowar),Bihar,2023,2,4738.8,4672.5,4350.4,-19.8,53.4,4627.7
PF002949,CROP004,Sorghum (Jowar),Bihar,2023,3,4627.7,4738.8,4672.5,2.1,72.5,5283.6
PF002950,CROP004,Sorghum (Jowar),Bihar,2023,4,5283.6,4627.7,4738.8,0.3,41.8,4870.1
PF002951,CROP004,Sorghum (Jowar),Bihar,2023,5,4870.1,5283.6,4627.7,-8.2,44.1,4820.5
PF002952,CROP004,Sorghum (Jowar),Bihar,2023,6,4820.5,4870.1,5283.6,8.1,49.7,4446.8
PF002953,CROP004,Sorghum (Jowar),Bihar,2023,7,4446.8,4820.5,4870.1,12.0,73.2,4420.3
PF002954,CROP004,Sorghum (Jowar),Bihar,2023,8,4420.3,4446.8,4820.5,22.4,59.1,4258.4
PF002955,CROP004,Sorghum (Jowar),Bihar,2023,9,4258.4,4420.3,4446.8,-0.4,54.2,4218.5
PF002956,CROP004,Sorghum (Jowar),Bihar,2023,10,4218.5,4258.4,4420.3,4.1,39.0,4180.8
PF002957,CROP004,Sorghum (Jowar),Bihar,2023,11,4180.8,4218.5,4258.4,15.7,50.9,4453.1
PF002958,CROP004,Sorghum (Jowar),Bihar,2023,12,4453.1,4180.8,4218.5,-5.9,60.2,4339.6
PF002991,CROP004,Sorghum (Jowar),West Bengal,2021,4,5326.8,5337.0,5277.9,20.4,49.8,5207.6
PF002992,CROP004,Sorghum (Jowar),West Bengal,2021,5,5207.6,5326.8,5337.0,-14.3,56.3,5240.8
PF002993,CROP004,Sorghum (Jowar),West Bengal,2021,6,5240.8,5207.6,5326.8,-26.7,52.0,5080.5
PF002994,CROP004,Sorghum (Jowar),West Bengal,2021,7,5080.5,5240.8,5207.6,3.1,62.7,4421.1
PF002995,CROP004,Sorghum (Jowar),West Bengal,2021,8,4421.1,5080.5,5240.8,11.0,64.1,4354.8
PF002996,CROP004,Sorghum (Jowar),West Bengal,2021,9,4354.8,4421.1,5080.5,-15.3,29.9,4587.7
PF002997,CROP004,Sorghum (Jowar),West Bengal,2021,10,4587.7,4354.8,4421.1,-13.3,35.4,4662.8
PF002998,CROP004,Sorghum (Jowar),West Bengal,2021,11,4662.8,4587.7,4354.8,4.8,37.4,4629.6
PF002999,CROP004,Sorghum (Jowar),West Bengal,2021,12,4629.6,4662.8,4587.7,-23.4,57.3,4730.9
PF003000,CROP004,Sorghum (Jowar),West Bengal,2022,1,4730.9,4629.6,4662.8,1.6,37.2,5341.8
PF003001,CROP004,Sorghum (Jowar),West Bengal,2022,2,5341.8,4730.9,4629.6,14.8,46.7,5558.3
PF003002,CROP004,Sorghum (Jowar),West Bengal,2022,3,5558.3,5341.8,4730.9,1.7,61.1,5548.0
PF003003,CROP004,Sorghum (Jowar),West Bengal,2022,4,5548.0,5558.3,5341.8,16.5,55.3,5668.3
PF003004,CROP004,Sorghum (Jowar),West Bengal,2022,5,5668.3,5548.0,5558.3,5.8,68.6,5110.9
PF003005,CROP004,Sorghum (Jowar),West Bengal,2022,6,5110.9,5668.3,5548.0,-12.6,43.0,4667.8
PF003006,CROP004,Sorghum (Jowar),West Bengal,2022,7,4667.8,5110.9,5668.3,-5.9,42.1,4692.2
PF003007,CROP004,Sorghum (Jowar),West Bengal,2022,8,4692.2,4667.8,5110.9,-18.7,59.6,4559.9
PF003008,CROP004,Sorghum (Jowar),West Bengal,2022,9,4559.9,4692.2,4667.8,-2.9,34.0,4176.5
PF003009,CROP004,Sorghum (Jowar),West Bengal,2022,10,4176.5,4559.9,4692.2,17.4,72.2,4309.7
PF003010,CROP004,Sorghum (Jowar),West Bengal,2022,11,4309.7,4176.5,4559.9,-1.6,45.0,4655.7
PF003011,CROP004,Sorghum (Jowar),West Bengal,2022,12,4655.7,4309.7,4176.5,-2.7,48.5,5002.3
PF003012,CROP004,Sorghum (Jowar),West Bengal,2023,1,5002.3,4655.7,4309.7,8.0,38.8,5267.5
PF003013,CROP004,Sorghum (Jowar),West Bengal,2023,2,5267.5,5002.3,4655.7,3.8,46.4,5354.5
PF003014,CROP004,Sorghum (Jowar),West Bengal,2023,3,5354.5,5267.5,5002.3,-23.1,56.8,5341.3
PF003015,CROP004,Sorghum (Jowar),West Bengal,2023,4,5341.3,5354.5,5267.5,-11.2,45.9,5439.6
PF003016,CROP004,Sorghum (Jowar),West Bengal,2023,5,5439.6,5341.3,5354.5,-8.0,54.2,5336.2
PF003017,CROP004,Sorghum (Jowar),West Bengal,2023,6,5336.2,5439.6,5341.3,5.0,43.8,4870.3
PF003018,CROP004,Sorghum (Jowar),West Bengal,2023,7,4870.3,5336.2,5439.6,19.3,66.0,4793.1
PF003019,CROP004,Sorghum (Jowar),West Bengal,2023,8,4793.1,4870.3,5336.2,-8.2,53.5,4497.5
PF003020,CROP004,Sorghum (Jowar),West Bengal,2023,9,4497.5,4793.1,4870.3,-17.3,50.5,4636.7
PF003021,CROP004,Sorghum (Jowar),West Bengal,2023,10,4636.7,4497.5,4793.1,-7.0,40.6,4676.7
PF003022,CROP004,Sorghum (Jowar),West Bengal,2023,11,4676.7,4636.7,4497.5,-17.2,43.1,4870.7
PF003023,CROP004,Sorghum (Jowar),West Bengal,2023,12,4870.7,4676.7,4636.7,-7.9,43.7,5087.8
PF003056,CROP004,Sorghum (Jowar),West Bengal,2021,4,4705.3,4357.3,4670.5,4.1,50.4,4435.4
PF003057,CROP004,Sorghum (Jowar),West Bengal,2021,5,4435.4,4705.3,4357.3,13.7,57.4,4370.1
PF003058,CROP004,Sorghum (Jowar),West Bengal,2021,6,4370.1,4435.4,4705.3,24.2,60.4,4524.9
PF003059,CROP004,Sorghum (Jowar),West Bengal,2021,7,4524.9,4370.1,4435.4,-24.2,53.3,3861.2
PF003060,CROP004,Sorghum (Jowar),West Bengal,2021,8,3861.2,4524.9,4370.1,11.7,44.5,3894.8
PF003061,CROP004,Sorghum (Jowar),West Bengal,2021,9,3894.8,3861.2,4524.9,-9.1,31.3,3691.1
PF003062,CROP004,Sorghum (Jowar),West Bengal,2021,10,3691.1,3894.8,3861.2,7.2,63.3,4121.4
PF003063,CROP004,Sorghum (Jowar),West Bengal,2021,11,4121.4,3691.1,3894.8,13.5,14.4,4475.9
PF003064,CROP004,Sorghum (Jowar),West Bengal,2021,12,4475.9,4121.4,3691.1,10.7,43.6,4413.5
PF003065,CROP004,Sorghum (Jowar),West Bengal,2022,1,4413.5,4475.9,4121.4,-18.9,62.0,4590.6
PF003066,CROP004,Sorghum (Jowar),West Bengal,2022,2,4590.6,4413.5,4475.9,-2.8,70.3,4750.0
PF003067,CROP004,Sorghum (Jowar),West Bengal,2022,3,4750.0,4590.6,4413.5,19.4,62.7,4890.6
PF003068,CROP004,Sorghum (Jowar),West Bengal,2022,4,4890.6,4750.0,4590.6,-7.9,28.2,4837.7
PF003069,CROP004,Sorghum (Jowar),West Bengal,2022,5,4837.7,4890.6,4750.0,-13.6,49.6,4632.5
PF003070,CROP004,Sorghum (Jowar),West Bengal,2022,6,4632.5,4837.7,4890.6,-9.0,58.2,4127.6
PF003071,CROP004,Sorghum (Jowar),West Bengal,2022,7,4127.6,4632.5,4837.7,24.1,66.9,3928.2
PF003072,CROP004,Sorghum (Jowar),West Bengal,2022,8,3928.2,4127.6,4632.5,-3.5,29.5,3966.8
PF003073,CROP004,Sorghum (Jowar),West Bengal,2022,9,3966.8,3928.2,4127.6,30.5,62.2,4062.2
PF003074,CROP004,Sorghum (Jowar),West Bengal,2022,10,4062.2,3966.8,3928.2,6.5,52.2,3920.8
PF003075,CROP004,Sorghum (Jowar),West Bengal,2022,11,3920.8,4062.2,3966.8,13.0,34.2,4043.4
PF003076,CROP004,Sorghum (Jowar),West Bengal,2022,12,4043.4,3920.8,4062.2,25.1,59.0,4244.4
PF003077,CROP004,Sorghum (Jowar),West Bengal,2023,1,4244.4,4043.4,3920.8,-19.3,40.8,4913.9
PF003078,CROP004,Sorghum (Jowar),West Bengal,2023,2,4913.9,4244.4,4043.4,-5.1,54.2,4882.9
PF003079,CROP004,Sorghum (Jowar),West Bengal,2023,3,4882.9,4913.9,4244.4,-16.9,58.7,4921.2
PF003080,CROP004,Sorghum (Jowar),West Bengal,2023,4,4921.2,4882.9,4913.9,7.4,39.9,4931.9
PF003081,CROP004,Sorghum (Jowar),West Bengal,2023,5,4931.9,4921.2,4882.9,-8.3,52.4,4866.6
PF003082,CROP004,Sorghum (Jowar),West Bengal,2023,6,4866.6,4931.9,4921.2,-9.4,48.2,4615.7
PF003083,CROP004,Sorghum (Jowar),West Bengal,2023,7,4615.7,4866.6,4931.9,-2.9,59.6,4228.7
PF003084,CROP004,Sorghum (Jowar),West Bengal,2023,8,4228.7,4615.7,4866.6,-28.0,42.0,3709.8
PF003085,CROP004,Sorghum (Jowar),West Bengal,2023,9,3709.8,4228.7,4615.7,-37.9,63.1,4057.5
PF003086,CROP004,Sorghum (Jowar),West Bengal,2023,10,4057.5,3709.8,4228.7,-1.2,58.2,4115.4
PF003087,CROP004,Sorghum (Jowar),West Bengal,2023,11,4115.4,4057.5,3709.8,5.7,43.4,4006.0
PF003088,CROP004,Sorghum (Jowar),West Bengal,2023,12,4006.0,4115.4,4057.5,-14.1,61.7,4218.6
PF003121,CROP005,Pearl Millet (Bajra),Punjab,2021,4,3959.7,4024.2,3790.6,-3.6,55.1,3539.1
PF003122,CROP005,Pearl Millet (Bajra),Punjab,2021,5,3539.1,3959.7,4024.2,-14.7,50.0,3614.1
PF003123,CROP005,Pearl Millet (Bajra),Punjab,2021,6,3614.1,3539.1,3959.7,12.6,49.4,3342.1
PF003124,CROP005,Pearl Millet (Bajra),Punjab,2021,7,3342.1,3614.1,3539.1,6.3,54.3,3447.8
PF003125,CROP005,Pearl Millet (Bajra),Punjab,2021,8,3447.8,3342.1,3614.1,10.0,49.9,3193.1
PF003126,CROP005,Pearl Millet (Bajra),Punjab,2021,9,3193.1,3447.8,3342.1,-12.0,37.3,3278.1
PF003127,CROP005,Pearl Millet (Bajra),Punjab,2021,10,3278.1,3193.1,3447.8,-2.4,41.3,3331.6
PF003128,CROP005,Pearl Millet (Bajra),Punjab,2021,11,3331.6,3278.1,3193.1,0.0,62.1,3245.2
PF003129,CROP005,Pearl Millet (Bajra),Punjab,2021,12,3245.2,3331.6,3278.1,5.1,72.8,3332.3
PF003130,CROP005,Pearl Millet (Bajra),Punjab,2022,1,3332.3,3245.2,3331.6,9.2,54.6,3768.2
PF003131,CROP005,Pearl Millet (Bajra),Punjab,2022,2,3768.2,3332.3,3245.2,-3.8,53.8,3748.1
PF003132,CROP005,Pearl Millet (Bajra),Punjab,2022,3,3748.1,3768.2,3332.3,-22.1,59.0,3650.2
PF003133,CROP005,Pearl Millet (Bajra),Punjab,2022,4,3650.2,3748.1,3768.2,1.3,45.6,3762.4
PF003134,CROP005,Pearl Millet (Bajra),Punjab,2022,5,3762.4,3650.2,3748.1,-14.0,48.8,3626.6
PF003135,CROP005,Pearl Millet (Bajra),Punjab,2022,6,3626.6,3762.4,3650.2,-12.1,47.5,3626.4
PF003136,CROP005,Pearl Millet (Bajra),Punjab,2022,7,3626.4,3626.6,3762.4,8.6,57.4,3316.0
PF003137,CROP005,Pearl Millet (Bajra),Punjab,2022,8,3316.0,3626.4,3626.6,35.9,57.3,3155.2
PF003138,CROP005,Pearl Millet (Bajra),Punjab,2022,9,3155.2,3316.0,3626.4,6.4,42.5,3306.3
PF003139,CROP005,Pearl Millet (Bajra),Punjab,2022,10,3306.3,3155.2,3316.0,5.8,64.7,3022.6
PF003140,CROP005,Pearl Millet (Bajra),Punjab,2022,11,3022.6,3306.3,3155.2,-23.4,66.6,3246.4
PF003141,CROP005,Pearl Millet (Bajra),Punjab,2022,12,3246.4,3022.6,3306.3,-15.3,44.2,3623.5
PF003142,CROP005,Pearl Millet (Bajra),Punjab,2023,1,3623.5,3246.4,3022.6,-5.6,50.0,3702.7
PF003143,CROP005,Pearl Millet (Bajra),Punjab,2023,2,3702.7,3623.5,3246.4,-20.3,68.1,3931.3
PF003144,CROP005,Pearl Millet (Bajra),Punjab,2023,3,3931.3,3702.7,3623.5,5.5,32.5,3777.6
PF003145,CROP005,Pearl Millet (Bajra),Punjab,2023,4,3777.6,3931.3,3702.7,-15.9,76.4,3911.9
PF003146,CROP005,Pearl Millet (Bajra),Punjab,2023,5,3911.9,3777.6,3931.3,0.3,51.9,3800.1
PF003147,CROP005,Pearl Millet (Bajra),Punjab,2023,6,3800.1,3911.9,3777.6,1.8,71.2,3612.2
PF003148,CROP005,Pearl Millet (Bajra),Punjab,2023,7,3612.2,3800.1,3911.9,-10.5,61.4,3521.3
PF003149,CROP005,Pearl Millet (Bajra),Punjab,2023,8,3521.3,3612.2,3800.1,12.2,61.8,3574.4
PF003150,CROP005,Pearl Millet (Bajra),Punjab,2023,9,3574.4,3521.3,3612.2,-9.4,32.2,3176.0
PF003151,CROP005,Pearl Millet (Bajra),Punjab,2023,10,3176.0,3574.4,3521.3,11.3,51.1,3055.2
PF003152,CROP005,Pearl Millet (Bajra),Punjab,2023,11,3055.2,3176.0,3574.4,9.8,33.2,3676.0
PF003153,CROP005,Pearl Millet (Bajra),Punjab,2023,12,3676.0,3055.2,3176.0,-10.5,37.7,3776.7
PF003186,CROP005,Pearl Millet (Bajra),Punjab,2021,4,3513.6,3380.3,3015.3,30.7,41.7,3363.7
PF003187,CROP005,Pearl Millet (Bajra),Punjab,2021,5,3363.7,3513.6,3380.3,0.5,68.4,2863.2
PF003188,CROP005,Pearl Millet (Bajra),Punjab,2021,6,2863.2,3363.7,3513.6,30.8,54.3,3217.9
PF003189,CROP005,Pearl Millet (Bajra),Punjab,2021,7,3217.9,2863.2,3363.7,-15.7,43.9,2683.6
PF003190,CROP005,Pearl Millet (Bajra),Punjab,2021,8,2683.6,3217.9,2863.2,-32.8,55.4,2775.1
PF003191,CROP005,Pearl Millet (Bajra),Punjab,2021,9,2775.1,2683.6,3217.9,-1.2,42.6,2690.1
PF003192,CROP005,Pearl Millet (Bajra),Punjab,2021,10,2690.1,2775.1,2683.6,-13.5,34.5,2678.3
PF003193,CROP005,Pearl Millet (Bajra),Punjab,2021,11,2678.3,2690.1,2775.1,-6.8,50.8,2793.9
PF003194,CROP005,Pearl Millet (Bajra),Punjab,2021,12,2793.9,2678.3,2690.1,-2.4,46.6,2881.2
PF003195,CROP005,Pearl Millet (Bajra),Punjab,2022,1,2881.2,2793.9,2678.3,19.2,47.1,3254.1
PF003196,CROP005,Pearl Millet (Bajra),Punjab,2022,2,3254.1,2881.2,2793.9,-17.2,64.8,3396.5
PF003197,CROP005,Pearl Millet (Bajra),Punjab,2022,3,3396.5,3254.1,2881.2,14.1,43.9,3397.6
PF003198,CROP005,Pearl Millet (Bajra),Punjab,2022,4,3397.6,3396.5,3254.1,3.8,33.1,3389.2
PF003199,CROP005,Pearl Millet (Bajra),Punjab,2022,5,3389.2,3397.6,3396.5,5.0,55.5,3213.2
PF003200,CROP005,Pearl Millet (Bajra),Punjab,2022,6,3213.2,3389.2,3397.6,4.9,61.6,3190.2
PF003201,CROP005,Pearl Millet (Bajra),Punjab,2022,7,3190.2,3213.2,3389.2,3.1,68.0,2871.8
PF003202,CROP005,Pearl Millet (Bajra),Punjab,2022,8,2871.8,3190.2,3213.2,13.4,74.4,2677.3
PF003203,CROP005,Pearl Millet (Bajra),Punjab,2022,9,2677.3,2871.8,3190.2,20.6,55.5,2738.3
PF003204,CROP005,Pearl Millet (Bajra),Punjab,2022,10,2738.3,2677.3,2871.8,-1.2,43.3,2786.2
PF003205,CROP005,Pearl Millet (Bajra),Punjab,2022,11,2786.2,2738.3,2677.3,-6.1,60.2,2826.2
PF003206,CROP005,Pearl Millet (Bajra),Punjab,2022,12,2826.2,2786.2,2738.3,4.8,49.3,3067.6
PF003207,CROP005,Pearl Millet (Bajra),Punjab,2023,1,3067.6,2826.2,2786.2,4.7,68.9,3236.5
PF003208,CROP005,Pearl Millet (Bajra),Punjab,2023,2,3236.5,3067.6,2826.2,-8.6,41.8,3273.2
PF003209,CROP005,Pearl Millet (Bajra),Punjab,2023,3,3273.2,3236.5,3067.6,-23.6,49.5,3214.0
PF003210,CROP005,Pearl Millet (Bajra),Punjab,2023,4,3214.0,3273.2,3236.5,16.0,76.5,3276.2
PF003211,CROP005,Pearl Millet (Bajra),Punjab,2023,5,3276.2,3214.0,3273.2,1.7,56.0,3283.8
PF003212,CROP005,Pearl Millet (Bajra),Punjab,2023,6,3283.8,3276.2,3214.0,-0.0,53.2,2958.7
PF003213,CROP005,Pearl Millet (Bajra),Punjab,2023,7,2958.7,3283.8,3276.2,1.8,46.7,2920.7
PF003214,CROP005,Pearl Millet (Bajra),Punjab,2023,8,2920.7,2958.7,3283.8,5.4,49.0,2729.3
PF003215,CROP005,Pearl Millet (Bajra),Punjab,2023,9,2729.3,2920.7,2958.7,4.8,71.9,2847.1
PF003216,CROP005,Pearl Millet (Bajra),Punjab,2023,10,2847.1,2729.3,2920.7,-12.8,68.0,2767.5
PF003217,CROP005,Pearl Millet (Bajra),Punjab,2023,11,2767.5,2847.1,2729.3,-4.0,38.5,2966.8
PF003218,CROP005,Pearl Millet (Bajra),Punjab,2023,12,2966.8,2767.5,2847.1,27.0,69.1,3099.7
PF003251,CROP005,Pearl Millet (Bajra),Punjab,2021,4,4597.3,4298.6,3951.8,6.6,70.3,4242.6
PF003252,CROP005,Pearl Millet (Bajra),Punjab,2021,5,4242.6,4597.3,4298.6,6.7,60.3,4083.4
PF003253,CROP005,Pearl Millet (Bajra),Punjab,2021,6,4083.4,4242.6,4597.3,16.6,50.5,3955.1
PF003254,CROP005,Pearl Millet (Bajra),Punjab,2021,7,3955.1,4083.4,4242.6,-1.9,64.4,3758.9
PF003255,CROP005,Pearl Millet (Bajra),Punjab,2021,8,3758.9,3955.1,4083.4,5.7,48.4,3433.5
PF003256,CROP005,Pearl Millet (Bajra),Punjab,2021,9,3433.5,3758.9,3955.1,16.0,40.3,3308.5
