record_id,crop_id,crop_name,region_id,state,year,avg_temp_c,total_rainfall_mm,soil_ph,nitrogen_kg_per_ha,irrigation_type,area_hectares,actual_yield_kg_per_ha
YLD001905,CROP007,Chickpea (Gram),REG023,Karnataka,2019,611.0,258.4,6.24,219.4,Rainfed,3.07,2109.0
YLD001906,CROP007,Chickpea (Gram),REG023,Karnataka,2020,615.2,179.2,6.19,192.2,Rainfed,4.56,1468.3
YLD001907,CROP007,Chickpea (Gram),REG023,Karnataka,2021,612.9,402.6,6.27,214.1,Rainfed,1.41,2254.2
YLD001911,CROP007,Chickpea (Gram),REG024,Karnataka,2015,615.8,435.7,6.24,285.2,Drip,4.43,3271.5
YLD001912,CROP007,Chickpea (Gram),REG024,Karnataka,2016,613.3,296.3,6.44,237.0,Flood,4.73,3578.5
YLD001913,CROP007,Chickpea (Gram),REG024,Karnataka,2017,609.8,190.5,7.4,135.3,Flood,3.28,1814.2
YLD001914,CROP007,Chickpea (Gram),REG024,Karnataka,2018,613.0,184.1,6.69,306.0,Sprinkler,1.48,2909.5
YLD001915,CROP007,Chickpea (Gram),REG024,Karnataka,2019,615.8,365.9,6.24,316.3,Rainfed,3.43,2357.2
YLD001916,CROP007,Chickpea (Gram),REG024,Karnataka,2020,616.9,304.6,5.98,276.3,Rainfed,1.03,1510.3
YLD001917,CROP007,Chickpea (Gram),REG024,Karnataka,2021,604.3,350.1,6.91,230.9,Sprinkler,4.06,1929.8
YLD001921,CROP007,Chickpea (Gram),REG025,Andhra Pradesh,2015,617.5,451.4,6.69,267.5,Rainfed,4.39,1500.1
YLD001922,CROP007,Chickpea (Gram),REG025,Andhra Pradesh,2016,614.5,339.0,7.46,360.6,Drip,0.58,3436.5
YLD001923,CROP007,Chickpea (Gram),REG025,Andhra Pradesh,2017,611.9,364.4,6.68,316.0,Rainfed,2.44,3148.8
YLD001924,CROP007,Chickpea (Gram),REG025,Andhra Pradesh,2018,614.6,370.9,7.82,284.1,Drip,2.54,2937.2
YLD001925,CROP007,Chickpea (Gram),REG025,Andhra Pradesh,2019,607.1,524.5,6.71,264.5,Sprinkler,2.68,2021.7
YLD001926,CROP007,Chickpea (Gram),REG025,Andhra Pradesh,2020,607.7,470.1,6.31,282.5,Drip,3.67,2256.6
YLD001927,CROP007,Chickpea (Gram),REG025,Andhra Pradesh,2021,612.4,615.8,6.41,204.1,Sprinkler,2.68,2407.4
YLD001931,CROP007,Chickpea (Gram),REG026,Andhra Pradesh,2015,606.9,334.1,7.44,251.5,Drip,2.5,3218.5
YLD001932,CROP007,Chickpea (Gram),REG026,Andhra Pradesh,2016,606.4,503.0,6.93,325.7,Sprinkler,2.51,1393.7
YLD001933,CROP007,Chickpea (Gram),REG026,Andhra Pradesh,2017,615.4,305.6,7.82,353.4,Drip,3.91,2526.6
YLD001934,CROP007,Chickpea (Gram),REG026,Andhra Pradesh,2018,609.0,399.0,6.89,206.6,Flood,2.49,2490.4
YLD001935,CROP007,Chickpea (Gram),REG026,Andhra Pradesh,2019,610.3,423.7,7.0,349.4,Rainfed,4.83,2497.4
YLD001936,CROP007,Chickpea (Gram),REG026,Andhra Pradesh,2020,609.8,297.0,5.93,379.2,Rainfed,4.97,1488.8
YLD001937,CROP007,Chickpea (Gram),REG026,Andhra Pradesh,2021,610.4,417.2,7.37,254.6,Drip,2.61,2779.3
YLD001941,CROP007,Chickpea (Gram),REG027,Tamil Nadu,2015,613.0,519.8,6.65,413.5,Flood,4.38,2322.2
YLD001942,CROP007,Chickpea (Gram),REG027,Tamil Nadu,2016,605.1,240.0,6.55,295.9,Drip,1.66,2094.3
YLD001943,CROP007,Chickpea (Gram),REG027,Tamil Nadu,2017,610.9,193.8,6.97,338.8,Flood,4.54,2238.9
YLD001944,CROP007,Chickpea (Gram),REG027,Tamil Nadu,2018,605.4,321.3,6.11,338.8,Drip,1.76,2432.0
YLD001945,CROP007,Chickpea (Gram),REG027,Tamil Nadu,2019,615.5,190.5,6.41,186.9,Drip,1.91,2910.8
YLD001946,CROP007,Chickpea (Gram),REG027,Tamil Nadu,2020,610.2,398.0,7.01,300.1,Rainfed,4.98,2567.3
YLD001947,CROP007,Chickpea (Gram),REG027,Tamil Nadu,2021,608.5,247.7,7.04,257.3,Sprinkler,3.94,1870.2
YLD001951,CROP007,Chickpea (Gram),REG028,Tamil Nadu,2015,612.9,434.1,6.97,210.3,Sprinkler,4.86,3229.4
YLD001952,CROP007,Chickpea (Gram),REG028,Tamil Nadu,2016,599.6,502.1,6.55,245.7,Drip,4.39,623.6
YLD001953,CROP007,Chickpea (Gram),REG028,Tamil Nadu,2017,611.8,442.9,6.9,296.8,Flood,2.88,2774.4
YLD001954,CROP007,Chickpea (Gram),REG028,Tamil Nadu,2018,615.7,308.2,7.16,194.8,Sprinkler,2.69,2362.1
YLD001955,CROP007,Chickpea (Gram),REG028,Tamil Nadu,2019,607.4,368.6,6.3,295.9,Rainfed,4.79,1932.0
YLD001956,CROP007,Chickpea (Gram),REG028,Tamil Nadu,2020,610.2,429.5,7.55,316.6,Sprinkler,3.35,2964.8
YLD001957,CROP007,Chickpea (Gram),REG028,Tamil Nadu,2021,611.1,226.0,6.71,263.3,Rainfed,3.06,1410.7
YLD001961,CROP008,Pigeon Pea (Tur),REG001,Punjab,2015,466.7,767.8,6.5,229.6,Flood,0.76,2395.5
YLD001962,CROP008,Pigeon Pea (Tur),REG001,Punjab,2016,463.4,1018.3,6.78,285.1,Rainfed,1.23,1248.7
YLD001963,CROP008,Pigeon Pea (Tur),REG001,Punjab,2017,462.0,465.7,6.62,381.4,Rainfed,1.1,1754.2
YLD001964,CROP008,Pigeon Pea (Tur),REG001,Punjab,2018,467.3,478.3,7.24,245.8,Rainfed,2.09,1023.1
YLD001965,CROP008,Pigeon Pea (Tur),REG001,Punjab,2019,463.1,390.4,6.95,213.2,Sprinkler,2.9,1704.5
YLD001966,CROP008,Pigeon Pea (Tur),REG001,Punjab,2020,466.6,445.2,6.93,168.5,Sprinkler,1.97,2435.3
YLD001967,CROP008,Pigeon Pea (Tur),REG001,Punjab,2021,466.5,436.8,6.44,289.0,Sprinkler,4.82,1976.0
YLD001971,CROP008,Pigeon Pea (Tur),REG002,Punjab,2015,467.3,544.0,6.61,280.0,Flood,3.38,2236.1
YLD001972,CROP008,Pigeon Pea (Tur),REG002,Punjab,2016,463.6,648.5,5.5,346.2,Sprinkler,0.91,2630.5
YLD001973,CROP008,Pigeon Pea (Tur),REG002,Punjab,2017,463.9,771.1,7.11,359.7,Rainfed,2.48,2178.8
YLD001974,CROP008,Pigeon Pea (Tur),REG002,Punjab,2018,468.4,708.3,6.15,262.5,Sprinkler,0.66,2368.4
YLD001975,CROP008,Pigeon Pea (Tur),REG002,Punjab,2019,459.4,329.8,5.94,151.1,Sprinkler,2.45,1635.9
YLD001976,CROP008,Pigeon Pea (Tur),REG002,Punjab,2020,462.8,456.1,6.34,293.2,Rainfed,3.36,1668.6
YLD001977,CROP008,Pigeon Pea (Tur),REG002,Punjab,2021,467.0,910.9,6.86,305.7,Flood,0.89,1568.4
YLD001981,CROP008,Pigeon Pea (Tur),REG003,Punjab,2015,462.3,524.8,6.99,324.8,Sprinkler,1.16,2628.3
YLD001982,CROP008,Pigeon Pea (Tur),REG003,Punjab,2016,457.8,368.7,6.93,259.5,Rainfed,1.52,585.0
YLD001983,CROP008,Pigeon Pea (Tur),REG003,Punjab,2017,466.2,750.9,6.51,226.2,Rainfed,2.05,1644.4
YLD001984,CROP008,Pigeon Pea (Tur),REG003,Punjab,2018,458.1,880.9,6.93,240.2,Drip,0.88,1546.5
YLD001985,CROP008,Pigeon Pea (Tur),REG003,Punjab,2019,462.7,706.3,5.9,250.5,Flood,1.48,2357.8
YLD001986,CROP008,Pigeon Pea (Tur),REG003,Punjab,2020,461.5,689.7,7.35,341.6,Drip,4.35,2576.5
YLD001987,CROP008,Pigeon Pea (Tur),REG003,Punjab,2021,459.2,468.2,6.68,198.4,Sprinkler,0.93,1637.3
YLD001991,CROP008,Pigeon Pea (Tur),REG004,Haryana,2015,461.9,732.5,6.14,322.4,Drip,1.99,2132.7
YLD001992,CROP008,Pigeon Pea (Tur),REG004,Haryana,2016,466.1,622.1,6.98,306.8,Rainfed,0.98,1599.4
YLD001993,CROP008,Pigeon Pea (Tur),REG004,Haryana,2017,460.8,196.3,6.14,371.1,Sprinkler,4.09,1122.9
YLD001994,CROP008,Pigeon Pea (Tur),REG004,Haryana,2018,472.9,931.4,5.72,308.9,Rainfed,3.19,420.0
YLD001995,CROP008,Pigeon Pea (Tur),REG004,Haryana,2019,462.0,370.3,6.9,226.1,Flood,1.48,1571.8
YLD001996,CROP008,Pigeon Pea (Tur),REG004,Haryana,2020,464.3,543.4,7.12,344.3,Sprinkler,3.92,2679.1
YLD001997,CROP008,Pigeon Pea (Tur),REG004,Haryana,2021,467.0,610.7,6.46,248.7,Rainfed,2.48,1723.2
YLD002001,CROP008,Pigeon Pea (Tur),REG005,Haryana,2015,468.6,825.5,7.06,231.6,Rainfed,0.57,993.5
YLD002002,CROP008,Pigeon Pea (Tur),REG005,Haryana,2016,462.4,679.3,6.73,182.4,Flood,4.2,2631.9
YLD002003,CROP008,Pigeon Pea (Tur),REG005,Haryana,2017,467.9,727.3,6.13,245.3,Rainfed,3.79,1980.4
YLD002004,CROP008,Pigeon Pea (Tur),REG005,Haryana,2018,464.2,324.3,7.36,254.8,Flood,2.73,1575.8
YLD002005,CROP008,Pigeon Pea (Tur),REG005,Haryana,2019,476.1,687.2,6.96,314.1,Drip,4.48,1346.1
YLD002006,CROP008,Pigeon Pea (Tur),REG005,Haryana,2020,467.6,329.1,7.17,281.7,Flood,1.35,1630.9
YLD002007,CROP008,Pigeon Pea (Tur),REG005,Haryana,2021,463.9,464.8,7.12,249.0,Flood,1.25,2152.1
YLD002011,CROP008,Pigeon Pea (Tur),REG006,Uttar Pradesh,2015,463.5,793.6,6.15,317.2,Sprinkler,0.97,2756.8
YLD002012,CROP008,Pigeon Pea (Tur),REG006,Uttar Pradesh,2016,461.4,594.9,6.93,251.6,Rainfed,2.89,1363.8
YLD002013,CROP008,Pigeon Pea (Tur),REG006,Uttar Pradesh,2017,465.5,710.0,6.5,244.8,Drip,4.72,2782.1
YLD002014,CROP008,Pigeon Pea (Tur),REG006,Uttar Pradesh,2018,470.6,607.1,5.78,296.3,Flood,4.41,1736.8
YLD002015,CROP008,Pigeon Pea (Tur),REG006,Uttar Pradesh,2019,463.8,705.2,6.59,263.1,Rainfed,4.79,2286.2
YLD002016,CROP008,Pigeon Pea (Tur),REG006,Uttar Pradesh,2020,468.5,409.1,7.21,252.6,Flood,2.35,1449.0
YLD002017,CROP008,Pigeon Pea (Tur),REG006,Uttar Pradesh,2021,462.6,503.5,6.51,252.7,Sprinkler,1.68,2299.6
YLD002021,CROP008,Pigeon Pea (Tur),REG007,Uttar Pradesh,2015,459.5,663.1,7.37,424.1,Rainfed,2.93,1569.4
YLD002022,CROP008,Pigeon Pea (Tur),REG007,Uttar Pradesh,2016,464.9,339.3,6.6,264.9,Flood,0.71,1885.5
YLD002023,CROP008,Pigeon Pea (Tur),REG007,Uttar Pradesh,2017,465.4,584.2,6.93,217.6,Flood,3.97,2837.4
YLD002024,CROP008,Pigeon Pea (Tur),REG007,Uttar Pradesh,2018,469.9,496.7,6.64,248.5,Flood,4.22,1710.6
YLD002025,CROP008,Pigeon Pea (Tur),REG007,Uttar Pradesh,2019,465.2,829.4,6.54,389.4,Drip,4.84,2348.9
YLD002026,CROP008,Pigeon Pea (Tur),REG007,Uttar Pradesh,2020,465.1,510.8,7.26,231.1,Flood,1.5,2091.1
YLD002027,CROP008,Pigeon Pea (Tur),REG007,Uttar Pradesh,2021,460.6,278.5,7.38,331.9,Drip,3.45,1337.0
YLD002031,CROP008,Pigeon Pea (Tur),REG008,Uttar Pradesh,2015,462.6,582.5,5.81,109.5,Flood,2.52,2237.7
YLD002032,CROP008,Pigeon Pea (Tur),REG008,Uttar Pradesh,2016,463.2,443.7,7.07,267.0,Flood,1.81,2090.7
YLD002033,CROP008,Pigeon Pea (Tur),REG008,Uttar Pradesh,2017,463.0,978.9,6.84,309.6,Rainfed,1.03,1396.1
YLD002034,CROP008,Pigeon Pea (Tur),REG008,Uttar Pradesh,2018,465.0,781.2,6.65,262.0,Flood,2.67,2525.1
YLD002035,CROP008,Pigeon Pea (Tur),REG008,Uttar Pradesh,2019,458.3,707.8,6.73,235.9,Rainfed,4.19,1633.6
YLD002036,CROP008,Pigeon Pea (Tur),REG008,Uttar Pradesh,2020,464.5,760.9,6.41,230.8,Sprinkler,0.59,2558.0
YLD002037,CROP008,Pigeon Pea (Tur),REG008,Uttar Pradesh,2021,464.0,866.0,7.1,329.1,Rainfed,4.25,1362.6
YLD002041,CROP008,Pigeon Pea (Tur),REG009,Bihar,2015,476.2,796.9,6.19,261.2,Sprinkler,1.13,876.1
YLD002042,CROP008,Pigeon Pea (Tur),REG009,Bihar,2016,468.2,482.9,7.21,370.5,Rainfed,3.2,1457.3
YLD002043,CROP008,Pigeon Pea (Tur),REG009,Bihar,2017,460.5,858.2,7.39,398.7,Flood,2.4,1365.7
YLD002044,CROP008,Pigeon Pea (Tur),REG009,Bihar,2018,464.2,528.6,7.56,366.2,Rainfed,2.42,1626.8
YLD002045,CROP008,Pigeon Pea (Tur),REG009,Bihar,2019,464.4,578.2,7.31,258.8,Flood,4.83,2260.5
YLD002046,CROP008,Pigeon Pea (Tur),REG009,Bihar,2020,468.5,890.9,6.67,204.8,Flood,3.87,1773.6
YLD002047,CROP008,Pigeon Pea (Tur),REG009,Bihar,2021,468.8,591.4,6.49,315.3,Rainfed,2.65,1592.5
YLD002051,CROP008,Pigeon Pea (Tur),REG010,Bihar,2015,462.8,850.9,6.26,204.4,Drip,2.2,2505.0
YLD002052,CROP008,Pigeon Pea (Tur),REG010,Bihar,2016,467.3,1024.2,5.78,177.1,Flood,0.87,1362.5
YLD002053,CROP008,Pigeon Pea (Tur),REG010,Bihar,2017,461.2,572.8,5.87,326.8,Sprinkler,4.05,2331.0
YLD002054,CROP008,Pigeon Pea (Tur),REG010,Bihar,2018,463.1,524.7,5.95,282.2,Drip,3.12,2575.7
YLD002055,CROP008,Pigeon Pea (Tur),REG010,Bihar,2019,462.9,653.7,6.77,237.7,Flood,1.63,2092.6
YLD002056,CROP008,Pigeon Pea (Tur),REG010,Bihar,2020,468.2,1049.2,7.67,313.8,Rainfed,1.27,800.2
YLD002057,CROP008,Pigeon Pea (Tur),REG010,Bihar,2021,465.3,839.3,6.49,273.3,Drip,4.5,2722.7
YLD002061,CROP008,Pigeon Pea (Tur),REG011,West Bengal,2015,460.9,1025.0,7.66,321.9,Flood,0.63,896.8
YLD002062,CROP008,Pigeon Pea (Tur),REG011,West Bengal,2016,460.8,484.5,6.62,278.8,Drip,3.96,2032.9
YLD002063,CROP008,Pigeon Pea (Tur),REG011,West Bengal,2017,459.2,598.5,6.18,331.9,Rainfed,2.64,1919.4
YLD002064,CROP008,Pigeon Pea (Tur),REG011,West Bengal,2018,469.2,941.7,7.8,335.0,Drip,2.11,1559.0
YLD002065,CROP008,Pigeon Pea (Tur),REG011,West Bengal,2019,459.1,256.8,6.43,344.6,Drip,3.43,1259.4
YLD002066,CROP008,Pigeon Pea (Tur),REG011,West Bengal,2020,459.0,607.5,6.85,292.2,Flood,3.15,2068.9
YLD002067,CROP008,Pigeon Pea (Tur),REG011,West Bengal,2021,465.9,543.3,6.69,303.9,Flood,4.99,2338.1
YLD002071,CROP008,Pigeon Pea (Tur),REG012,West Bengal,2015,465.9,610.0,6.76,357.0,Drip,3.38,2881.9
YLD002072,CROP008,Pigeon Pea (Tur),REG012,West Bengal,2016,460.3,592.1,7.02,288.8,Flood,1.31,1874.0
YLD002073,CROP008,Pigeon Pea (Tur),REG012,West Bengal,2017,459.4,775.3,6.04,212.9,Rainfed,4.56,1590.1
YLD002074,CROP008,Pigeon Pea (Tur),REG012,West Bengal,2018,467.7,781.3,6.17,269.5,Drip,3.68,2266.8
YLD002075,CROP008,Pigeon Pea (Tur),REG012,West Bengal,2019,467.1,486.4,7.58,320.7,Flood,3.08,1753.0
YLD002076,CROP008,Pigeon Pea (Tur),REG012,West Bengal,2020,473.3,600.2,6.51,166.7,Flood,1.23,1789.2
YLD002077,CROP008,Pigeon Pea (Tur),REG012,West Bengal,2021,469.0,800.8,6.78,237.6,Sprinkler,2.88,2020.8
YLD002081,CROP008,Pigeon Pea (Tur),REG013,Madhya Pradesh,2015,466.0,678.3,6.6,243.8,Drip,0.95,3226.0
YLD002082,CROP008,Pigeon Pea (Tur),REG013,Madhya Pradesh,2016,469.0,714.5,6.77,248.2,Flood,0.67,2140.3
YLD002083,CROP008,Pigeon Pea (Tur),REG013,Madhya Pradesh,2017,463.3,816.4,6.76,316.8,Flood,1.95,2341.7
YLD002084,CROP008,Pigeon Pea (Tur),REG013,Madhya Pradesh,2018,455.8,951.6,6.62,321.0,Drip,2.91,1162.4
YLD002085,CROP008,Pigeon Pea (Tur),REG013,Madhya Pradesh,2019,461.6,583.4,6.74,325.3,Sprinkler,2.36,2328.1
YLD002086,CROP008,Pigeon Pea (Tur),REG013,Madhya Pradesh,2020,454.8,710.1,6.44,253.2,Drip,2.74,1508.8
YLD002087,CROP008,Pigeon Pea (Tur),REG013,Madhya Pradesh,2021,459.5,165.7,7.74,214.4,Drip,1.23,869.6
YLD002091,CROP008,Pigeon Pea (Tur),REG014,Madhya Pradesh,2015,466.6,401.6,7.46,337.7,Sprinkler,2.16,2160.0
YLD002092,CROP008,Pigeon Pea (Tur),REG014,Madhya Pradesh,2016,466.6,394.2,6.4,341.4,Sprinkler,4.1,1847.6
YLD002093,CROP008,Pigeon Pea (Tur),REG014,Madhya Pradesh,2017,460.2,663.2,5.66,328.8,Sprinkler,3.11,2027.2
YLD002094,CROP008,Pigeon Pea (Tur),REG014,Madhya Pradesh,2018,469.8,800.6,6.25,280.6,Sprinkler,0.95,1591.1
YLD002095,CROP008,Pigeon Pea (Tur),REG014,Madhya Pradesh,2019,471.6,714.4,6.44,208.9,Drip,3.04,2212.1
YLD002096,CROP008,Pigeon Pea (Tur),REG014,Madhya Pradesh,2020,468.4,626.4,5.8,425.5,Rainfed,1.52,1540.1
YLD002097,CROP008,Pigeon Pea (Tur),REG014,Madhya Pradesh,2021,462.8,698.5,6.95,241.3,Drip,1.82,2687.5
YLD002101,CROP008,Pigeon Pea (Tur),REG015,Madhya Pradesh,2015,464.7,349.8,6.95,182.5,Sprinkler,4.1,2158.3
YLD002102,CROP008,Pigeon Pea (Tur),REG015,Madhya Pradesh,2016,471.5,714.5,7.23,284.2,Flood,4.7,1650.6
YLD002103,CROP008,Pigeon Pea (Tur),REG015,Madhya Pradesh,2017,463.9,869.1,7.11,221.6,Flood,3.75,2089.7
YLD002104,CROP008,Pigeon Pea (Tur),REG015,Madhya Pradesh,2018,465.4,882.9,6.61,331.4,Drip,4.84,2576.9
YLD002105,CROP008,Pigeon Pea (Tur),REG015,Madhya Pradesh,2019,465.3,734.0,6.19,243.0,Flood,3.7,2028.2
YLD002106,CROP008,Pigeon Pea (Tur),REG015,Madhya Pradesh,2020,462.7,735.1,7.41,230.4,Flood,4.95,1993.0
YLD002107,CROP008,Pigeon Pea (Tur),REG015,Madhya Pradesh,2021,466.6,304.1,7.12,359.5,Rainfed,2.12,1087.6
YLD002111,CROP008,Pigeon Pea (Tur),REG016,Maharashtra,2015,469.3,442.8,6.36,261.7,Flood,2.59,1679.7
YLD002112,CROP008,Pigeon Pea (Tur),REG016,Maharashtra,2016,459.7,463.7,7.47,248.1,Flood,2.02,1624.0
YLD002113,CROP008,Pigeon Pea (Tur),REG016,Maharashtra,2017,464.2,475.3,6.26,236.0,Sprinkler,1.38,2695.3
YLD002114,CROP008,Pigeon Pea (Tur),REG016,Maharashtra,2018,465.8,569.4,6.33,221.8,Rainfed,1.97,1828.4
YLD002115,CROP008,Pigeon Pea (Tur),REG016,Maharashtra,2019,461.3,769.8,7.36,309.4,Drip,0.56,1962.3
YLD002116,CROP008,Pigeon Pea (Tur),REG016,Maharashtra,2020,467.2,650.3,6.1,327.7,Drip,1.57,2644.9
YLD002117,CROP008,Pigeon Pea (Tur),REG016,Maharashtra,2021,459.9,831.7,6.82,303.0,Sprinkler,2.48,1780.8
YLD002121,CROP008,Pigeon Pea (Tur),REG017,Maharashtra,2015,465.8,363.3,6.84,182.7,Drip,1.4,2405.7
YLD002122,CROP008,Pigeon Pea (Tur),REG017,Maharashtra,2016,467.2,440.2,6.92,447.7,Rainfed,0.78,1259.6
YLD002123,CROP008,Pigeon Pea (Tur),REG017,Maharashtra,2017,466.0,615.0,6.53,314.6,Sprinkler,4.59,2616.4
YLD002124,CROP008,Pigeon Pea (Tur),REG017,Maharashtra,2018,467.1,804.1,6.95,212.9,Drip,2.09,2502.3
YLD002125,CROP008,Pigeon Pea (Tur),REG017,Maharashtra,2019,464.3,885.4,6.66,303.0,Rainfed,1.91,1965.8
YLD002126,CROP008,Pigeon Pea (Tur),REG017,Maharashtra,2020,468.3,797.3,7.38,334.8,Rainfed,3.72,1151.3
YLD002127,CROP008,Pigeon Pea (Tur),REG017,Maharashtra,2021,465.1,728.8,6.14,211.7,Rainfed,2.99,2419.2
YLD002131,CROP008,Pigeon Pea (Tur),REG018,Maharashtra,2015,465.8,542.7,6.43,274.0,Drip,4.71,2512.9
YLD002132,CROP008,Pigeon Pea (Tur),REG018,Maharashtra,2016,460.7,788.4,7.11,271.8,Rainfed,4.71,1391.9
YLD002133,CROP008,Pigeon Pea (Tur),REG018,Maharashtra,2017,466.6,956.7,6.52,173.5,Drip,4.59,1954.6
YLD002134,CROP008,Pigeon Pea (Tur),REG018,Maharashtra,2018,460.6,631.6,7.89,352.5,Rainfed,3.32,1871.0
YLD002135,CROP008,Pigeon Pea (Tur),REG018,Maharashtra,2019,468.2,672.4,6.7,298.8,Drip,1.15,2884.3
YLD002136,CROP008,Pigeon Pea (Tur),REG018,Maharashtra,2020,465.9,266.1,7.53,302.1,Flood,4.71,1570.2
YLD002137,CROP008,Pigeon Pea (Tur),REG018,Maharashtra,2021,458.6,784.7,7.56,205.9,Drip,2.13,1390.5
YLD002141,CROP008,Pigeon Pea (Tur),REG019,Gujarat,2015,464.5,727.4,6.89,277.6,Rainfed,1.19,2322.1
YLD002142,CROP008,Pigeon Pea (Tur),REG019,Gujarat,2016,463.6,742.8,6.77,300.9,Rainfed,4.15,2446.3
YLD002143,CROP008,Pigeon Pea (Tur),REG019,Gujarat,2017,462.4,913.6,6.17,280.2,Sprinkler,4.97,1737.4
YLD002144,CROP008,Pigeon Pea (Tur),REG019,Gujarat,2018,466.6,519.8,6.36,290.0,Sprinkler,4.88,2254.7
YLD002145,CROP008,Pigeon Pea (Tur),REG019,Gujarat,2019,468.0,759.7,5.74,263.7,Rainfed,3.57,1489.6
YLD002146,CROP008,Pigeon Pea (Tur),REG019,Gujarat,2020,468.8,1023.5,6.65,278.1,Flood,1.48,925.5
YLD002147,CROP008,Pigeon Pea (Tur),REG019,Gujarat,2021,463.8,752.0,6.43,302.4,Flood,3.52,2366.7
YLD002151,CROP008,Pigeon Pea (Tur),REG020,Gujarat,2015,468.4,912.8,6.28,370.6,Flood,2.4,2055.2
YLD002152,CROP008,Pigeon Pea (Tur),REG020,Gujarat,2016,468.5,991.8,7.44,270.7,Drip,4.37,1464.0
YLD002153,CROP008,Pigeon Pea (Tur),REG020,Gujarat,2017,472.9,960.3,7.41,298.7,Flood,1.11,1205.8
YLD002154,CROP008,Pigeon Pea (Tur),REG020,Gujarat,2018,468.3,641.1,7.74,217.7,Sprinkler,4.01,2333.5
YLD002155,CROP008,Pigeon Pea (Tur),REG020,Gujarat,2019,462.7,801.8,6.65,165.9,Flood,0.55,1701.2
YLD002156,CROP008,Pigeon Pea (Tur),REG020,Gujarat,2020,475.2,896.5,7.56,361.1,Sprinkler,2.43,876.0
YLD002157,CROP008,Pigeon Pea (Tur),REG020,Gujarat,2021,462.2,680.0,7.45,232.4,Flood,3.57,2243.5
YLD002161,CROP008,Pigeon Pea (Tur),REG021,Rajasthan,2015,468.7,605.5,6.33,293.2,Rainfed,4.76,1835.3
YLD002162,CROP008,Pigeon Pea (Tur),REG021,Rajasthan,2016,461.7,258.2,6.64,244.7,Sprinkler,2.11,1481.4
YLD002163,CROP008,Pigeon Pea (Tur),REG021,Rajasthan,2017,464.8,322.9,6.96,295.6,Flood,3.04,1990.5
YLD002164,CROP008,Pigeon Pea (Tur),REG021,Rajasthan,2018,463.4,753.3,6.95,268.9,Rainfed,1.47,1978.4
YLD002165,CROP008,Pigeon Pea (Tur),REG021,Rajasthan,2019,463.0,935.8,6.25,285.6,Sprinkler,1.14,2222.1
YLD002166,CROP008,Pigeon Pea (Tur),REG021,Rajasthan,2020,472.4,269.9,7.0,313.0,Flood,1.66,650.7
YLD002167,CROP008,Pigeon Pea (Tur),REG021,Rajasthan,2021,465.1,899.7,6.4,172.9,Sprinkler,2.34,2417.8
YLD002171,CROP008,Pigeon Pea (Tur),REG022,Rajasthan,2015,470.4,620.7,6.06,195.0,Rainfed,3.15,1714.6
YLD002172,CROP008,Pigeon Pea (Tur),REG022,Rajasthan,2016,469.3,422.8,6.26,257.8,Rainfed,4.36,832.3
YLD002173,CROP008,Pigeon Pea (Tur),REG022,Rajasthan,2017,460.9,596.9,6.82,178.9,Flood,3.2,1934.2
YLD002174,CROP008,Pigeon Pea (Tur),REG022,Rajasthan,2018,463.2,874.1,6.78,258.5,Rainfed,1.26,1812.1
YLD002175,CROP008,Pigeon Pea (Tur),REG022,Rajasthan,2019,464.8,534.4,5.37,245.6,Drip,2.27,2471.1
YLD002176,CROP008,Pigeon Pea (Tur),REG022,Rajasthan,2020,464.0,591.0,7.35,287.1,Flood,1.81,2184.0
YLD002177,CROP008,Pigeon Pea (Tur),REG022,Rajasthan,2021,468.2,777.2,7.74,316.0,Flood,4.34,1786.1
YLD002181,CROP008,Pigeon Pea (Tur),REG023,Karnataka,2015,463.0,702.3,7.19,262.0,Rainfed,4.88,1784.1
YLD002182,CROP008,Pigeon Pea (Tur),REG023,Karnataka,2016,469.9,937.2,7.09,345.9,Rainfed,0.52,597.5
YLD002183,CROP008,Pigeon Pea (Tur),REG023,Karnataka,2017,463.4,580.2,7.72,255.4,Sprinkler,1.14,2695.0
YLD002184,CROP008,Pigeon Pea (Tur),REG023,Karnataka,2018,466.5,274.0,6.82,280.2,Drip,1.37,1646.3
YLD002185,CROP008,Pigeon Pea (Tur),REG023,Karnataka,2019,468.9,372.1,6.65,327.6,Rainfed,0.97,1191.6
YLD002186,CROP008,Pigeon Pea (Tur),REG023,Karnataka,2020,461.2,735.7,7.04,276.2,Flood,4.89,2011.5
YLD002187,CROP008,Pigeon Pea (Tur),REG023,Karnataka,2021,461.6,372.8,6.78,453.3,Sprinkler,2.68,1506.3
YLD002191,CROP008,Pigeon Pea (Tur),REG024,Karnataka,2015,458.1,471.2,6.54,312.6,Drip,4.71,1540.2
YLD002192,CROP008,Pigeon Pea (Tur),REG024,Karnataka,2016,461.9,885.0,6.74,254.0,Sprinkler,0.76,2161.2
YLD002193,CROP008,Pigeon Pea (Tur),REG024,Karnataka,2017,460.8,646.1,5.54,343.8,Rainfed,3.71,1983.7
YLD002194,CROP008,Pigeon Pea (Tur),REG024,Karnataka,2018,463.8,347.3,5.99,326.5,Drip,4.69,2131.6
YLD002195,CROP008,Pigeon Pea (Tur),REG024,Karnataka,2019,460.3,549.5,6.62,319.1,Drip,3.72,2546.9
YLD002196,CROP008,Pigeon Pea (Tur),REG024,Karnataka,2020,467.5,459.2,7.01,303.2,Drip,0.65,2063.3
