price_id,crop_id,crop_name,state,district,mandi_name,date,min_price_per_unit_inr,max_price_per_unit_inr,modal_price_per_unit_inr,unit,arrivals_tonnes,source
MP000646,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2024-06-15,1655.0,1943.0,1799.0,Quintal,44.6,Agmarknet / e-NAM (synthetic)
MP000647,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2024-07-15,1496.0,1756.0,1626.0,Quintal,123.0,Agmarknet / e-NAM (synthetic)
MP000648,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2024-08-15,1460.0,1714.0,1587.0,Quintal,289.0,Agmarknet / e-NAM (synthetic)
MP000649,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2024-09-15,1386.0,1628.0,1507.0,Quintal,212.5,Agmarknet / e-NAM (synthetic)
MP000650,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2024-10-15,1473.0,1729.0,1601.0,Quintal,105.8,Agmarknet / e-NAM (synthetic)
MP000651,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2024-11-15,1616.0,1896.0,1756.0,Quintal,43.2,Agmarknet / e-NAM (synthetic)
MP000652,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2024-12-15,1762.0,2068.0,1915.0,Quintal,87.5,Agmarknet / e-NAM (synthetic)
MP000653,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2025-01-15,1903.0,2235.0,2069.0,Quintal,147.6,Agmarknet / e-NAM (synthetic)
MP000654,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2025-02-15,1806.0,2120.0,1963.0,Quintal,164.5,Agmarknet / e-NAM (synthetic)
MP000655,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2025-03-15,1897.0,2227.0,2062.0,Quintal,345.1,Agmarknet / e-NAM (synthetic)
MP000656,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2025-04-15,1952.0,2292.0,2122.0,Quintal,91.4,Agmarknet / e-NAM (synthetic)
MP000657,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2025-05-15,1731.0,2031.0,1881.0,Quintal,118.1,Agmarknet / e-NAM (synthetic)
MP000658,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2025-06-15,1760.0,2066.0,1913.0,Quintal,157.1,Agmarknet / e-NAM (synthetic)
MP000659,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2025-07-15,1610.0,1890.0,1750.0,Quintal,134.1,Agmarknet / e-NAM (synthetic)
MP000660,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2025-08-15,1504.0,1766.0,1635.0,Quintal,164.0,Agmarknet / e-NAM (synthetic)
MP000661,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2025-09-15,1478.0,1734.0,1606.0,Quintal,278.2,Agmarknet / e-NAM (synthetic)
MP000662,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2025-10-15,1610.0,1890.0,1750.0,Quintal,132.0,Agmarknet / e-NAM (synthetic)
MP000663,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2025-11-15,1569.0,1841.0,1705.0,Quintal,164.9,Agmarknet / e-NAM (synthetic)
MP000664,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2025-12-15,1772.0,2080.0,1926.0,Quintal,160.3,Agmarknet / e-NAM (synthetic)
MP000665,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2026-01-15,1817.0,2133.0,1975.0,Quintal,102.3,Agmarknet / e-NAM (synthetic)
MP000666,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2026-02-15,1963.0,2305.0,2134.0,Quintal,95.7,Agmarknet / e-NAM (synthetic)
MP000667,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2026-03-15,2093.0,2457.0,2275.0,Quintal,18.1,Agmarknet / e-NAM (synthetic)
MP000668,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2026-04-15,2031.0,2385.0,2208.0,Quintal,164.1,Agmarknet / e-NAM (synthetic)
MP000669,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2026-05-15,1997.0,2345.0,2171.0,Quintal,140.9,Agmarknet / e-NAM (synthetic)
MP000670,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2026-06-15,1744.0,2048.0,1896.0,Quintal,77.5,Agmarknet / e-NAM (synthetic)
MP000671,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2026-07-15,1618.0,1900.0,1759.0,Quintal,113.9,Agmarknet / e-NAM (synthetic)
MP000672,CROP006,Barley,Andhra Pradesh,Krishna,Krishna Mandi,2026-08-15,1651.0,1939.0,1795.0,Quintal,225.5,Agmarknet / e-NAM (synthetic)
MP000673,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2024-01-15,1719.0,2019.0,1869.0,Quintal,78.1,Agmarknet / e-NAM (synthetic)
MP000674,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2024-02-15,1815.0,2131.0,1973.0,Quintal,201.7,Agmarknet / e-NAM (synthetic)
MP000675,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2024-03-15,1788.0,2098.0,1943.0,Quintal,107.2,Agmarknet / e-NAM (synthetic)
MP000676,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2024-04-15,1880.0,2208.0,2044.0,Quintal,74.1,Agmarknet / e-NAM (synthetic)
MP000677,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2024-05-15,1748.0,2052.0,1900.0,Quintal,173.6,Agmarknet / e-NAM (synthetic)
MP000678,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2024-06-15,1724.0,2024.0,1874.0,Quintal,319.3,Agmarknet / e-NAM (synthetic)
MP000679,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2024-07-15,1512.0,1776.0,1644.0,Quintal,61.5,Agmarknet / e-NAM (synthetic)
MP000680,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2024-08-15,1581.0,1855.0,1718.0,Quintal,160.9,Agmarknet / e-NAM (synthetic)
MP000681,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2024-09-15,1293.0,1517.0,1405.0,Quintal,65.0,Agmarknet / e-NAM (synthetic)
MP000682,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2024-10-15,1427.0,1675.0,1551.0,Quintal,28.8,Agmarknet / e-NAM (synthetic)
MP000683,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2024-11-15,1595.0,1873.0,1734.0,Quintal,72.9,Agmarknet / e-NAM (synthetic)
MP000684,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2024-12-15,1714.0,2012.0,1863.0,Quintal,102.7,Agmarknet / e-NAM (synthetic)
MP000685,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2025-01-15,1880.0,2206.0,2043.0,Quintal,108.0,Agmarknet / e-NAM (synthetic)
MP000686,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2025-02-15,1903.0,2235.0,2069.0,Quintal,169.5,Agmarknet / e-NAM (synthetic)
MP000687,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2025-03-15,1746.0,2050.0,1898.0,Quintal,58.5,Agmarknet / e-NAM (synthetic)
MP000688,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2025-04-15,1931.0,2267.0,2099.0,Quintal,186.2,Agmarknet / e-NAM (synthetic)
MP000689,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2025-05-15,1879.0,2205.0,2042.0,Quintal,168.2,Agmarknet / e-NAM (synthetic)
MP000690,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2025-06-15,1584.0,1860.0,1722.0,Quintal,46.9,Agmarknet / e-NAM (synthetic)
MP000691,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2025-07-15,1504.0,1766.0,1635.0,Quintal,119.5,Agmarknet / e-NAM (synthetic)
MP000692,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2025-08-15,1656.0,1944.0,1800.0,Quintal,59.3,Agmarknet / e-NAM (synthetic)
MP000693,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2025-09-15,1457.0,1711.0,1584.0,Quintal,103.0,Agmarknet / e-NAM (synthetic)
MP000694,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2025-10-15,1625.0,1907.0,1766.0,Quintal,133.3,Agmarknet / e-NAM (synthetic)
MP000695,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2025-11-15,1636.0,1920.0,1778.0,Quintal,124.5,Agmarknet / e-NAM (synthetic)
MP000696,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2025-12-15,1720.0,2020.0,1870.0,Quintal,115.0,Agmarknet / e-NAM (synthetic)
MP000697,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2026-01-15,1774.0,2082.0,1928.0,Quintal,210.9,Agmarknet / e-NAM (synthetic)
MP000698,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2026-02-15,2081.0,2443.0,2262.0,Quintal,121.0,Agmarknet / e-NAM (synthetic)
MP000699,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2026-03-15,2140.0,2512.0,2326.0,Quintal,156.4,Agmarknet / e-NAM (synthetic)
MP000700,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2026-04-15,2073.0,2433.0,2253.0,Quintal,190.8,Agmarknet / e-NAM (synthetic)
MP000701,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2026-05-15,1812.0,2128.0,1970.0,Quintal,160.6,Agmarknet / e-NAM (synthetic)
MP000702,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2026-06-15,1692.0,1986.0,1839.0,Quintal,30.1,Agmarknet / e-NAM (synthetic)
MP000703,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2026-07-15,1646.0,1932.0,1789.0,Quintal,191.0,Agmarknet / e-NAM (synthetic)
MP000704,CROP006,Barley,Uttar Pradesh,Meerut,Meerut Mandi,2026-08-15,1557.0,1827.0,1692.0,Quintal,19.5,Agmarknet / e-NAM (synthetic)
MP000705,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2024-01-15,1744.0,2048.0,1896.0,Quintal,98.7,Agmarknet / e-NAM (synthetic)
MP000706,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2024-02-15,1761.0,2067.0,1914.0,Quintal,87.7,Agmarknet / e-NAM (synthetic)
MP000707,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2024-03-15,1786.0,2096.0,1941.0,Quintal,95.4,Agmarknet / e-NAM (synthetic)
MP000708,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2024-04-15,1772.0,2080.0,1926.0,Quintal,75.8,Agmarknet / e-NAM (synthetic)
MP000709,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2024-05-15,1656.0,1944.0,1800.0,Quintal,41.8,Agmarknet / e-NAM (synthetic)
MP000710,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2024-06-15,1757.0,2063.0,1910.0,Quintal,252.4,Agmarknet / e-NAM (synthetic)
MP000711,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2024-07-15,1525.0,1791.0,1658.0,Quintal,78.4,Agmarknet / e-NAM (synthetic)
MP000712,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2024-08-15,1493.0,1753.0,1623.0,Quintal,113.4,Agmarknet / e-NAM (synthetic)
MP000713,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2024-09-15,1498.0,1758.0,1628.0,Quintal,28.5,Agmarknet / e-NAM (synthetic)
MP000714,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2024-10-15,1469.0,1725.0,1597.0,Quintal,157.8,Agmarknet / e-NAM (synthetic)
MP000715,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2024-11-15,1767.0,2075.0,1921.0,Quintal,64.8,Agmarknet / e-NAM (synthetic)
MP000716,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2024-12-15,1642.0,1928.0,1785.0,Quintal,162.5,Agmarknet / e-NAM (synthetic)
MP000717,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2025-01-15,1811.0,2127.0,1969.0,Quintal,153.7,Agmarknet / e-NAM (synthetic)
MP000718,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2025-02-15,1926.0,2262.0,2094.0,Quintal,85.8,Agmarknet / e-NAM (synthetic)
MP000719,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2025-03-15,1841.0,2161.0,2001.0,Quintal,102.6,Agmarknet / e-NAM (synthetic)
MP000720,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2025-04-15,1776.0,2084.0,1930.0,Quintal,84.3,Agmarknet / e-NAM (synthetic)
MP000721,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2025-05-15,1783.0,2093.0,1938.0,Quintal,176.4,Agmarknet / e-NAM (synthetic)
MP000722,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2025-06-15,1836.0,2156.0,1996.0,Quintal,100.7,Agmarknet / e-NAM (synthetic)
MP000723,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2025-07-15,1511.0,1773.0,1642.0,Quintal,25.8,Agmarknet / e-NAM (synthetic)
MP000724,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2025-08-15,1427.0,1675.0,1551.0,Quintal,126.6,Agmarknet / e-NAM (synthetic)
MP000725,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2025-09-15,1496.0,1756.0,1626.0,Quintal,112.9,Agmarknet / e-NAM (synthetic)
MP000726,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2025-10-15,1622.0,1904.0,1763.0,Quintal,87.3,Agmarknet / e-NAM (synthetic)
MP000727,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2025-11-15,1714.0,2012.0,1863.0,Quintal,81.9,Agmarknet / e-NAM (synthetic)
MP000728,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2025-12-15,1639.0,1923.0,1781.0,Quintal,65.9,Agmarknet / e-NAM (synthetic)
MP000729,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2026-01-15,1860.0,2184.0,2022.0,Quintal,127.7,Agmarknet / e-NAM (synthetic)
MP000730,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2026-02-15,1944.0,2282.0,2113.0,Quintal,80.8,Agmarknet / e-NAM (synthetic)
MP000731,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2026-03-15,1906.0,2238.0,2072.0,Quintal,73.6,Agmarknet / e-NAM (synthetic)
MP000732,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2026-04-15,2053.0,2409.0,2231.0,Quintal,149.8,Agmarknet / e-NAM (synthetic)
MP000733,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2026-05-15,1923.0,2257.0,2090.0,Quintal,15.2,Agmarknet / e-NAM (synthetic)
MP000734,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2026-06-15,1776.0,2084.0,1930.0,Quintal,185.7,Agmarknet / e-NAM (synthetic)
MP000735,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2026-07-15,1712.0,2010.0,1861.0,Quintal,102.0,Agmarknet / e-NAM (synthetic)
MP000736,CROP006,Barley,Rajasthan,Kota,Kota Mandi,2026-08-15,1695.0,1989.0,1842.0,Quintal,130.3,Agmarknet / e-NAM (synthetic)
MP000737,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2024-01-15,1731.0,2031.0,1881.0,Quintal,42.6,Agmarknet / e-NAM (synthetic)
MP000738,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2024-02-15,1842.0,2162.0,2002.0,Quintal,60.8,Agmarknet / e-NAM (synthetic)
MP000739,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2024-03-15,1890.0,2218.0,2054.0,Quintal,53.1,Agmarknet / e-NAM (synthetic)
MP000740,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2024-04-15,1818.0,2134.0,1976.0,Quintal,41.3,Agmarknet / e-NAM (synthetic)
MP000741,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2024-05-15,1844.0,2164.0,2004.0,Quintal,100.7,Agmarknet / e-NAM (synthetic)
MP000742,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2024-06-15,1702.0,1998.0,1850.0,Quintal,270.0,Agmarknet / e-NAM (synthetic)
MP000743,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2024-07-15,1542.0,1810.0,1676.0,Quintal,55.7,Agmarknet / e-NAM (synthetic)
MP000744,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2024-08-15,1581.0,1855.0,1718.0,Quintal,167.0,Agmarknet / e-NAM (synthetic)
MP000745,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2024-09-15,1500.0,1760.0,1630.0,Quintal,67.2,Agmarknet / e-NAM (synthetic)
MP000746,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2024-10-15,1477.0,1733.0,1605.0,Quintal,65.4,Agmarknet / e-NAM (synthetic)
MP000747,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2024-11-15,1604.0,1882.0,1743.0,Quintal,177.9,Agmarknet / e-NAM (synthetic)
MP000748,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2024-12-15,1683.0,1975.0,1829.0,Quintal,114.2,Agmarknet / e-NAM (synthetic)
MP000749,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2025-01-15,2054.0,2412.0,2233.0,Quintal,200.0,Agmarknet / e-NAM (synthetic)
MP000750,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2025-02-15,1901.0,2231.0,2066.0,Quintal,100.9,Agmarknet / e-NAM (synthetic)
MP000751,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2025-03-15,1987.0,2333.0,2160.0,Quintal,86.1,Agmarknet / e-NAM (synthetic)
MP000752,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2025-04-15,2056.0,2414.0,2235.0,Quintal,200.4,Agmarknet / e-NAM (synthetic)
MP000753,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2025-05-15,1781.0,2091.0,1936.0,Quintal,66.5,Agmarknet / e-NAM (synthetic)
MP000754,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2025-06-15,1759.0,2065.0,1912.0,Quintal,53.9,Agmarknet / e-NAM (synthetic)
MP000755,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2025-07-15,1644.0,1930.0,1787.0,Quintal,161.3,Agmarknet / e-NAM (synthetic)
MP000756,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2025-08-15,1508.0,1770.0,1639.0,Quintal,186.7,Agmarknet / e-NAM (synthetic)
MP000757,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2025-09-15,1611.0,1891.0,1751.0,Quintal,187.3,Agmarknet / e-NAM (synthetic)
MP000758,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2025-10-15,1478.0,1734.0,1606.0,Quintal,286.7,Agmarknet / e-NAM (synthetic)
MP000759,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2025-11-15,1639.0,1923.0,1781.0,Quintal,110.7,Agmarknet / e-NAM (synthetic)
MP000760,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2025-12-15,1780.0,2090.0,1935.0,Quintal,136.2,Agmarknet / e-NAM (synthetic)
MP000761,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2026-01-15,1888.0,2216.0,2052.0,Quintal,66.8,Agmarknet / e-NAM (synthetic)
MP000762,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2026-02-15,2098.0,2462.0,2280.0,Quintal,62.1,Agmarknet / e-NAM (synthetic)
MP000763,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2026-03-15,1970.0,2312.0,2141.0,Quintal,94.0,Agmarknet / e-NAM (synthetic)
MP000764,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2026-04-15,2148.0,2522.0,2335.0,Quintal,51.9,Agmarknet / e-NAM (synthetic)
MP000765,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2026-05-15,2077.0,2439.0,2258.0,Quintal,133.4,Agmarknet / e-NAM (synthetic)
MP000766,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2026-06-15,1846.0,2168.0,2007.0,Quintal,85.5,Agmarknet / e-NAM (synthetic)
MP000767,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2026-07-15,1690.0,1984.0,1837.0,Quintal,196.9,Agmarknet / e-NAM (synthetic)
MP000768,CROP006,Barley,Karnataka,Mysuru,Mysuru Mandi,2026-08-15,1504.0,1766.0,1635.0,Quintal,108.3,Agmarknet / e-NAM (synthetic)
MP000769,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2024-01-15,3793.0,4453.0,4123.0,Quintal,41.5,Agmarknet / e-NAM (synthetic)
MP000770,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2024-02-15,3931.0,4615.0,4273.0,Quintal,104.8,Agmarknet / e-NAM (synthetic)
MP000771,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2024-03-15,3984.0,4676.0,4330.0,Quintal,94.0,Agmarknet / e-NAM (synthetic)
MP000772,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2024-04-15,3974.0,4666.0,4320.0,Quintal,155.0,Agmarknet / e-NAM (synthetic)
MP000773,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2024-05-15,4106.0,4820.0,4463.0,Quintal,130.1,Agmarknet / e-NAM (synthetic)
MP000774,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2024-06-15,3666.0,4304.0,3985.0,Quintal,92.0,Agmarknet / e-NAM (synthetic)
MP000775,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2024-07-15,3690.0,4332.0,4011.0,Quintal,186.7,Agmarknet / e-NAM (synthetic)
MP000776,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2024-08-15,3493.0,4101.0,3797.0,Quintal,130.1,Agmarknet / e-NAM (synthetic)
MP000777,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2024-09-15,3036.0,3564.0,3300.0,Quintal,209.4,Agmarknet / e-NAM (synthetic)
MP000778,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2024-10-15,3127.0,3671.0,3399.0,Quintal,333.2,Agmarknet / e-NAM (synthetic)
MP000779,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2024-11-15,3273.0,3843.0,3558.0,Quintal,78.7,Agmarknet / e-NAM (synthetic)
MP000780,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2024-12-15,3445.0,4045.0,3745.0,Quintal,86.6,Agmarknet / e-NAM (synthetic)
MP000781,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2025-01-15,4095.0,4807.0,4451.0,Quintal,72.1,Agmarknet / e-NAM (synthetic)
MP000782,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2025-02-15,4333.0,5087.0,4710.0,Quintal,122.3,Agmarknet / e-NAM (synthetic)
MP000783,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2025-03-15,4044.0,4748.0,4396.0,Quintal,61.2,Agmarknet / e-NAM (synthetic)
MP000784,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2025-04-15,4230.0,4966.0,4598.0,Quintal,136.5,Agmarknet / e-NAM (synthetic)
MP000785,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2025-05-15,3870.0,4544.0,4207.0,Quintal,191.9,Agmarknet / e-NAM (synthetic)
MP000786,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2025-06-15,3947.0,4633.0,4290.0,Quintal,174.1,Agmarknet / e-NAM (synthetic)
MP000787,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2025-07-15,3619.0,4249.0,3934.0,Quintal,53.1,Agmarknet / e-NAM (synthetic)
MP000788,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2025-08-15,3646.0,4280.0,3963.0,Quintal,87.6,Agmarknet / e-NAM (synthetic)
MP000789,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2025-09-15,3543.0,4159.0,3851.0,Quintal,178.7,Agmarknet / e-NAM (synthetic)
MP000790,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2025-10-15,3506.0,4116.0,3811.0,Quintal,75.4,Agmarknet / e-NAM (synthetic)
MP000791,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2025-11-15,3491.0,4099.0,3795.0,Quintal,307.6,Agmarknet / e-NAM (synthetic)
MP000792,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2025-12-15,3904.0,4584.0,4244.0,Quintal,48.2,Agmarknet / e-NAM (synthetic)
MP000793,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2026-01-15,4407.0,5173.0,4790.0,Quintal,26.0,Agmarknet / e-NAM (synthetic)
MP000794,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2026-02-15,3978.0,4670.0,4324.0,Quintal,175.4,Agmarknet / e-NAM (synthetic)
MP000795,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2026-03-15,4321.0,5073.0,4697.0,Quintal,23.6,Agmarknet / e-NAM (synthetic)
MP000796,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2026-04-15,4549.0,5341.0,4945.0,Quintal,49.5,Agmarknet / e-NAM (synthetic)
MP000797,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2026-05-15,4265.0,5007.0,4636.0,Quintal,45.5,Agmarknet / e-NAM (synthetic)
MP000798,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2026-06-15,3912.0,4592.0,4252.0,Quintal,183.7,Agmarknet / e-NAM (synthetic)
MP000799,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2026-07-15,3676.0,4316.0,3996.0,Quintal,57.0,Agmarknet / e-NAM (synthetic)
MP000800,CROP007,Chickpea (Gram),Uttar Pradesh,Varanasi,Varanasi Mandi,2026-08-15,3735.0,4385.0,4060.0,Quintal,250.1,Agmarknet / e-NAM (synthetic)
MP000801,CROP007,Chickpea (Gram),Punjab,Bathinda,Bathinda Mandi,2024-01-15,3511.0,4121.0,3816.0,Quintal,237.0,Agmarknet / e-NAM (synthetic)
MP000802,CROP007,Chickpea (Gram),Punjab,Bathinda,Bathinda Mandi,2024-02-15,4022.0,4722.0,4372.0,Quintal,157.7,Agmarknet / e-NAM (synthetic)
